record_id,date,production_line_efficiency,downtime_hours,yield_rate,defect_rate
REC-75163430,2022-12-01,90.41,7.91,80.53,2.0
REC-55612761,2022-05-09,91.27,5.79,85.29,2.91
REC-51407598,2024-03-06,86.95,6.99,91.92,3.9
REC-65003974,2020-01-07,87.75,3.97,83.42,1.3
REC-86840413,2020-06-30,90.42,6.8,88.59,4.41
REC-81942460,2024-03-09,82.78,9.98,87.47,0.43
REC-93924534,2022-09-05,91.66,2.35,89.25,3.99
REC-92316265,2023-05-05,94.49,9.57,83.68,4.55
REC-27342988,2021-12-26,88.78,0.78,96.37,1.46
REC-12673605,2022-07-08,93.07,6.39,84.29,4.74
REC-60893769,2021-12-19,94.03,1.22,94.74,4.68
REC-54733168,2021-12-09,80.13,0.2,81.22,3.77
REC-84208202,2020-07-03,71.17,5.42,82.29,1.26
REC-97903429,2021-11-03,82.23,1.93,84.63,2.29
REC-79611890,2024-08-20,87.93,2.99,96.35,0.24
REC-58599937,2022-12-30,76.24,9.61,95.39,0.12
REC-36634140,2023-08-04,87.51,1.67,99.4,0.14
REC-81900277,2021-09-22,91.36,1.57,97.25,3.3
REC-40780751,2021-04-29,87.88,4.64,86.05,0.0
REC-31663301,2024-02-03,77.56,7.64,87.02,2.92
REC-54493460,2022-07-16,76.27,2.83,81.51,1.29
REC-38939368,2021-03-13,81.53,6.58,85.1,2.36
REC-11830849,2022-05-02,83.27,7.24,84.21,2.15
REC-12688162,2024-04-29,92.38,3.07,81.8,3.57
REC-23760099,2019-10-04,92.3,1.55,86.86,2.38
REC-63410254,2019-09-28,91.31,7.07,84.67,3.17
REC-15675419,2020-03-31,95.39,3.12,93.46,2.44
REC-47995659,2019-10-09,99.06,4.78,98.67,4.87
REC-13254023,2023-03-02,76.8,3.11,87.28,4.57
REC-94765944,2020-07-01,94.05,0.48,85.15,3.95
REC-14533608,2024-02-19,97.9,1.72,83.86,0.59
REC-26595059,2020-07-20,84.08,1.42,86.64,0.86
REC-97949650,2023-06-18,87.27,8.88,97.81,3.93
REC-27608451,2022-08-29,80.62,3.59,94.33,3.39
REC-21397317,2021-07-14,70.66,5.78,88.71,3.24
REC-19917380,2022-01-29,98.59,3.74,92.9,4.31
REC-65751363,2021-10-23,96.57,3.34,94.06,4.59
REC-11978608,2021-04-23,83.71,4.01,80.56,0.17
REC-91184526,2019-12-16,78.64,8.14,98.23,4.24
REC-22825399,2019-11-14,91.99,0.58,82.05,3.12
REC-36076367,2020-06-13,98.12,1.13,83.85,1.43
REC-53449866,2020-02-25,80.0,8.04,80.61,4.6
REC-78767208,2021-07-06,77.41,5.31,87.78,1.64
REC-50554420,2020-09-14,71.61,4.36,86.74,0.29
REC-71593272,2020-09-08,91.66,0.74,81.29,4.75
REC-23378718,2020-05-27,98.4,8.32,99.59,0.91
REC-98053635,2020-10-09,77.67,9.28,97.54,4.54
REC-60543809,2022-11-13,82.82,3.33,96.79,2.9
REC-67651154,2024-06-25,74.75,8.83,91.94,1.24
REC-39830286,2021-03-29,77.02,7.68,93.02,2.34
REC-85295643,2020-08-11,76.98,6.38,84.61,3.08
REC-74874074,2021-03-27,77.28,4.49,90.33,2.72
REC-81565416,2021-10-28,74.44,9.4,84.02,3.61
REC-42831540,2022-03-05,74.34,0.53,94.22,4.16
REC-12310226,2023-08-22,87.83,7.04,90.68,2.0
REC-62834161,2020-04-24,72.34,6.83,83.44,4.03
REC-83360915,2023-07-11,75.1,1.3,80.35,0.69
REC-70702699,2022-01-07,98.59,8.52,97.64,0.01
REC-87561671,2023-04-20,89.54,0.43,83.02,2.22
REC-63331228,2022-06-02,71.94,3.55,80.88,4.16
REC-70006771,2021-11-09,90.22,6.71,91.93,0.5
REC-73995860,2021-01-17,90.39,4.53,94.34,1.96
REC-96277647,2020-04-18,82.15,7.32,86.83,1.21
REC-54618734,2022-01-10,82.8,4.55,84.1,0.31
REC-94545602,2020-03-13,86.54,3.41,88.13,3.8
REC-22802899,2022-12-04,70.82,9.5,80.79,4.51
REC-37874581,2022-12-22,97.92,9.46,89.96,3.64
REC-89646079,2022-07-01,99.57,3.98,93.38,1.61
REC-21259361,2020-03-06,83.61,8.34,93.81,3.42
REC-64115926,2021-11-12,71.94,0.84,90.15,1.32
REC-80250319,2021-12-02,94.67,0.64,95.02,4.37
REC-17909847,2021-03-07,94.42,7.5,87.38,2.1
REC-43826068,2023-06-01,79.3,6.4,93.33,2.37
REC-51802776,2020-04-04,87.87,1.3,86.08,2.03
REC-30214797,2023-11-07,89.1,3.63,92.07,2.0
REC-53143346,2021-05-17,99.49,2.58,80.03,4.56
REC-10747830,2023-01-03,73.96,9.47,84.66,1.97
REC-38081593,2021-03-09,92.47,0.41,98.71,2.81
REC-83227680,2023-11-08,70.17,9.03,80.53,4.49
REC-52012319,2020-08-03,96.54,5.34,83.83,4.98
REC-53196359,2020-11-21,99.67,5.88,86.05,4.27
REC-74826670,2024-04-07,71.08,0.78,90.28,0.25
REC-84464967,2023-05-03,76.73,2.34,97.23,1.98
REC-24098750,2021-07-11,93.67,0.54,99.98,0.07
REC-20402470,2020-07-28,95.13,1.1,87.55,3.63
REC-27083565,2023-06-04,75.5,4.76,92.55,3.48
REC-31755769,2021-11-14,98.27,7.66,99.71,0.62
REC-26304459,2020-07-18,97.7,5.47,92.27,2.44
REC-36490232,2019-12-19,98.37,3.56,93.33,1.58
REC-25255803,2020-04-15,81.21,3.17,89.2,3.96
REC-66932774,2020-04-07,76.36,4.65,90.07,1.03
REC-32913930,2024-07-12,76.53,3.12,86.38,1.38
REC-75389988,2021-10-19,75.88,6.18,95.96,4.19
REC-83428512,2023-06-18,84.2,6.32,96.49,1.76
REC-63607320,2019-10-30,82.77,0.31,94.44,3.89
REC-49829248,2023-11-26,73.15,2.14,93.39,2.96
REC-68449055,2020-12-07,71.99,9.26,82.96,1.0
REC-46387450,2019-09-04,80.72,3.3,82.42,1.01
REC-53269935,2019-12-28,96.29,6.66,81.58,0.47
REC-85673348,2022-12-28,83.04,6.13,96.07,1.8
REC-28994170,2021-12-07,88.13,1.47,98.29,0.71
REC-80229592,2020-12-16,77.57,5.74,89.72,1.76
REC-92409660,2022-06-22,88.81,2.36,97.67,1.47
REC-79709974,2022-12-30,83.28,5.74,86.98,1.61
REC-73365536,2024-07-22,99.14,2.53,83.51,0.04
REC-38268552,2019-09-13,72.68,1.63,82.81,3.16
REC-28164926,2024-01-20,94.83,8.68,96.47,3.15
REC-80380884,2023-11-04,86.73,0.29,99.96,3.2
REC-11318177,2023-09-26,82.09,5.13,85.0,0.85
REC-65875235,2023-05-18,72.22,6.5,96.77,3.55
REC-30179511,2023-02-07,85.45,8.01,83.26,1.85
REC-18999031,2020-04-06,77.04,1.39,92.88,1.27
REC-51854524,2024-04-06,99.96,6.81,92.63,2.47
REC-36745249,2021-08-03,78.13,3.47,90.39,3.43
REC-82173099,2019-09-12,85.8,3.79,94.53,1.96
REC-54430783,2022-12-09,92.4,4.57,92.43,4.6
REC-18201748,2023-10-08,79.85,8.06,82.61,4.4
REC-89786327,2020-09-12,92.82,5.47,87.07,3.47
REC-18961986,2024-06-29,97.94,5.7,81.14,0.19
REC-95408582,2024-03-22,77.16,8.33,86.6,0.57
REC-56299404,2022-09-21,73.52,9.21,93.57,3.41
REC-35855792,2022-07-03,86.83,3.53,94.39,2.48
REC-48143010,2022-03-30,90.34,7.22,85.63,1.28
REC-88446018,2023-01-28,86.74,0.77,81.75,0.34
REC-59294789,2020-02-20,83.78,6.03,96.06,4.88
REC-44191883,2020-06-09,97.11,8.49,90.19,2.95
REC-96114007,2022-10-11,93.11,0.44,82.95,4.92
REC-20398669,2024-03-20,91.3,2.89,94.02,1.83
REC-23821242,2022-07-24,95.8,8.97,80.76,0.61
REC-47579022,2020-05-08,84.34,9.21,80.46,4.5
REC-45290889,2023-07-31,72.17,6.96,99.25,2.29
REC-27005934,2022-02-18,95.71,7.14,81.34,3.79
REC-88828361,2021-05-25,89.82,9.13,94.81,1.04
REC-54313350,2021-03-03,93.55,7.34,99.04,3.66
REC-92662979,2024-05-20,99.1,0.05,91.38,2.79
REC-38092671,2020-01-02,85.85,3.98,94.2,4.79
REC-10358466,2022-12-08,86.89,1.81,86.11,4.25
REC-39050549,2021-04-17,74.76,7.38,80.93,3.31
REC-92533661,2022-03-18,76.12,6.45,91.71,4.47
REC-29237874,2022-12-27,98.4,1.62,91.46,2.49
REC-73815697,2020-07-29,95.74,4.66,93.23,4.16
REC-53397675,2022-09-22,95.18,6.87,93.67,1.26
REC-17004714,2023-10-22,70.6,9.7,82.84,0.42
REC-78679917,2020-05-22,83.04,4.91,95.3,3.89
REC-67096991,2023-05-24,91.15,6.43,87.27,0.32
REC-53901191,2021-04-12,91.78,7.4,87.62,4.1
REC-77159209,2020-11-09,78.66,9.62,98.88,2.33
REC-42315990,2019-12-21,82.45,9.54,85.42,1.67
REC-60641630,2021-04-23,83.8,8.46,92.03,3.96
REC-73683359,2019-11-19,88.92,7.68,95.59,3.18
REC-51843964,2021-09-11,89.81,1.99,97.35,3.49
REC-52543251,2023-10-30,71.5,8.22,85.11,0.26
REC-20495780,2022-12-22,80.54,8.98,98.28,1.84
REC-32295753,2020-03-15,77.23,2.86,87.26,0.12
REC-29177565,2024-04-07,92.53,8.82,96.35,4.47
REC-85227139,2022-04-15,85.77,3.92,89.11,1.49
REC-75779236,2023-12-02,86.39,6.32,85.31,2.38
REC-26138312,2024-03-17,91.62,2.75,99.5,3.59
REC-97522323,2023-06-28,88.9,5.94,93.45,2.64
REC-33892421,2019-10-23,93.97,6.38,95.74,4.39
REC-59081701,2019-12-26,78.97,1.44,93.88,3.32
REC-99931125,2022-07-22,82.11,0.78,88.1,2.22
REC-66918776,2020-02-23,96.84,8.14,85.3,1.46
REC-92808874,2022-07-17,99.74,9.36,99.13,0.83
REC-61332565,2020-01-13,71.94,0.64,95.25,3.99
REC-34025724,2023-02-12,72.75,3.83,95.3,3.09
REC-36284674,2020-09-03,95.26,4.15,94.8,0.15
REC-58451442,2021-06-20,86.25,5.78,96.63,0.06
REC-36157506,2024-02-13,93.74,0.03,95.86,2.77
REC-88676876,2023-07-27,87.71,0.12,92.85,0.66
REC-54084020,2024-03-26,87.82,6.09,92.6,1.69
REC-59508547,2020-12-07,74.53,4.4,81.32,1.11
REC-77483781,2024-08-05,75.72,9.53,83.04,2.24
REC-91439883,2021-08-25,78.52,5.52,97.21,3.38
REC-14500077,2020-04-12,99.25,8.04,84.07,3.91
REC-96124034,2019-12-25,70.62,9.87,83.84,1.75
REC-63458116,2020-11-14,84.43,9.72,87.91,0.68
REC-43962179,2023-10-29,97.74,5.99,89.69,1.78
REC-93922374,2019-10-31,90.27,5.82,85.02,3.06
REC-86796822,2023-09-05,84.93,7.18,90.48,1.79
REC-73190952,2020-01-22,89.05,2.29,88.93,1.8
REC-75807017,2021-09-24,78.11,1.01,94.55,3.16
REC-73545170,2020-10-11,96.24,5.74,87.05,0.82
REC-23943515,2019-10-16,78.26,2.12,99.31,1.32
REC-59597995,2021-02-18,82.23,2.77,86.91,1.11
REC-92264795,2020-02-04,96.24,6.19,83.08,4.63
REC-33744145,2022-04-13,80.15,8.78,83.4,0.29
REC-21116532,2020-06-30,84.05,8.41,91.97,1.06
REC-26029189,2023-07-20,99.17,4.8,93.17,0.78
REC-69509188,2021-02-13,74.7,3.4,94.53,3.5
REC-52176116,2020-03-18,86.48,2.89,98.99,3.51
REC-83025649,2020-07-28,86.22,8.65,84.72,3.69
REC-36062717,2020-08-21,93.86,2.29,83.64,1.78
REC-54649538,2023-11-24,79.97,9.83,81.76,0.43
REC-32711457,2021-07-18,72.54,8.99,95.39,1.2
REC-79302042,2020-03-16,77.61,7.47,96.78,4.11
REC-99187054,2021-05-23,90.32,8.91,89.12,2.77
REC-65885406,2023-04-18,96.47,4.26,83.77,4.68
REC-18718099,2022-07-16,73.1,8.74,83.8,2.84
REC-77313639,2023-02-01,91.21,5.85,99.13,2.58
REC-45787268,2022-06-05,95.83,2.83,89.2,1.14
REC-33163997,2020-09-11,71.57,1.16,80.37,0.34
REC-15973820,2024-07-26,72.41,6.58,82.17,3.24
REC-91675383,2024-04-24,79.5,5.02,85.42,0.65
REC-77842475,2020-11-01,78.91,0.36,95.41,2.06
REC-33215400,2022-05-28,94.04,7.89,80.28,0.36
REC-51763795,2021-06-25,86.6,1.91,97.32,0.25
REC-85237007,2020-01-21,83.2,5.61,88.66,3.8
REC-25799382,2021-02-21,86.22,2.38,96.64,4.57
REC-72579321,2022-07-10,73.14,9.42,90.22,1.41
REC-85992639,2020-03-16,73.89,3.13,80.88,3.11
REC-21832897,2020-09-11,70.37,9.5,92.82,3.04
REC-22154988,2021-12-30,92.44,1.41,80.66,1.76
REC-21598781,2020-11-13,96.73,9.14,98.22,1.21
REC-52614301,2023-03-14,74.97,5.13,90.05,2.59
REC-32727871,2021-02-05,75.56,0.96,98.99,4.37
REC-39195825,2022-10-25,93.17,2.75,98.29,1.94
REC-71787010,2024-05-17,91.14,8.25,86.36,2.14
REC-43115824,2021-01-26,99.94,4.28,92.72,3.1
REC-96210380,2023-05-26,73.04,1.18,88.89,3.51
REC-27815365,2021-09-27,94.49,2.85,92.1,4.61
REC-17158543,2024-08-14,92.84,3.73,99.55,4.16
REC-48530763,2020-01-06,99.7,0.87,81.67,0.6
REC-47441833,2020-10-20,85.14,2.18,96.74,2.52
REC-85838379,2020-07-08,93.64,6.53,85.34,1.72
REC-65563827,2022-11-13,97.9,3.47,82.67,2.9
REC-35265855,2021-01-04,82.53,8.67,94.99,4.05
REC-36739479,2019-10-20,75.76,1.88,81.14,2.48
REC-49585149,2023-10-23,92.37,1.62,93.63,0.36
REC-69001888,2020-05-09,95.99,1.46,86.12,2.62
REC-22403336,2019-09-21,92.99,4.15,86.99,1.7
REC-57667842,2019-09-24,83.28,6.48,85.78,0.21
REC-56823088,2021-03-12,74.08,2.79,99.08,0.65
REC-70354107,2020-06-04,75.59,1.7,84.4,1.15
REC-14929963,2022-01-30,91.78,3.22,99.06,0.95
REC-30898267,2023-03-18,82.52,2.21,92.62,1.94
REC-86331139,2023-09-19,76.9,8.19,91.13,2.22
REC-68230817,2020-09-30,80.21,3.83,94.39,1.81
REC-96705723,2021-06-03,71.54,0.07,98.52,2.91
REC-37843059,2020-11-19,86.45,7.91,99.37,0.92
REC-77614227,2021-12-21,85.8,8.37,87.58,3.46
REC-22181265,2024-02-13,92.55,0.66,82.9,2.3
REC-38282626,2023-07-02,92.37,1.44,85.68,1.16
REC-39293679,2023-03-05,94.95,4.48,93.95,2.83
REC-45010146,2021-09-14,74.4,5.07,80.75,1.72
REC-25475060,2021-02-25,98.75,7.83,89.08,0.47
REC-98359849,2019-12-27,76.66,5.39,81.18,4.21
REC-73781582,2021-03-14,80.85,0.87,85.81,0.85
REC-72712813,2023-12-03,76.48,4.32,82.96,3.24
REC-59966944,2020-06-01,87.88,7.9,91.35,0.41
REC-98356175,2022-03-25,99.96,3.47,97.29,1.43
REC-53268043,2022-08-17,92.36,2.94,93.82,4.38
REC-94486312,2023-03-26,88.72,0.97,95.89,3.31
REC-11060092,2019-09-16,89.4,4.99,94.7,3.69
REC-66560392,2024-05-30,73.07,4.14,91.02,4.03
REC-54924348,2021-09-03,89.69,1.1,97.68,4.11
REC-96957157,2021-04-20,87.58,1.31,99.71,4.09
REC-35113682,2020-09-01,70.84,1.71,89.07,3.36
REC-51107619,2024-03-06,97.47,1.41,80.83,4.84
REC-72658369,2020-06-25,87.67,7.81,81.61,0.26
REC-34986069,2022-09-30,93.89,7.11,91.38,3.81
REC-68922751,2024-04-04,90.02,4.38,83.75,2.45
REC-89668254,2023-12-26,90.5,2.93,85.19,2.23
REC-63597632,2021-07-14,83.97,9.07,80.07,0.24
REC-42693925,2023-08-14,76.7,0.98,85.37,4.53
REC-60092039,2021-06-09,93.38,9.44,94.23,4.61
REC-74767783,2022-01-07,70.92,9.14,94.14,0.42
REC-50288578,2020-02-13,71.97,3.57,88.83,1.38
REC-41447622,2021-04-25,94.29,5.15,99.85,0.62
REC-24476095,2020-08-17,88.8,0.63,80.2,0.47
REC-67162555,2020-12-08,70.29,0.41,84.47,4.97
REC-87509126,2023-09-14,73.56,2.72,95.08,1.12
REC-89601320,2023-11-25,89.71,9.8,99.36,2.6
REC-32015192,2021-03-02,97.56,3.88,96.21,0.77
REC-32331780,2021-01-10,88.05,4.26,92.0,0.17
REC-90108005,2020-01-13,80.23,7.51,81.85,1.44
REC-36637137,2020-02-16,71.71,1.45,91.3,3.51
REC-27433651,2022-10-07,75.85,8.74,84.03,0.39
REC-17220926,2022-02-03,82.41,7.36,94.98,4.46
REC-51509991,2021-06-14,88.53,5.66,88.62,3.84
REC-56453084,2023-05-14,71.67,1.48,90.84,4.81
REC-63149397,2021-10-22,83.11,4.24,97.46,4.67
REC-71819038,2022-07-06,84.23,1.28,82.68,2.94
REC-98396950,2023-07-10,70.52,2.92,84.21,1.17
REC-36898109,2020-01-14,74.91,3.79,95.19,3.9
REC-50437430,2020-07-22,76.06,3.96,91.18,0.17
REC-20787786,2020-02-11,75.33,8.7,99.79,2.76
REC-41700023,2024-03-28,98.79,2.2,86.06,4.53
REC-68592599,2021-03-01,76.54,1.3,81.45,3.35
REC-42847443,2021-01-05,79.5,3.42,83.92,0.81
REC-84537577,2019-12-01,92.2,2.82,91.9,2.13
REC-10663677,2023-10-18,86.16,8.91,80.25,4.45
REC-31384884,2024-01-18,97.34,3.65,92.59,4.91
REC-23410159,2020-08-27,79.22,8.42,93.34,3.96
REC-83796808,2020-04-09,97.54,2.09,97.63,3.97
REC-38520176,2021-09-02,98.26,0.0,87.45,0.64
REC-99716075,2023-06-15,99.73,8.57,83.3,0.19
REC-72207767,2024-08-07,77.51,6.41,85.48,4.75
REC-22861395,2022-06-10,74.77,7.07,93.78,2.46
REC-27247299,2023-03-26,72.14,8.36,87.84,4.83
REC-27921592,2021-05-11,90.52,8.57,85.76,4.03
REC-53904207,2022-06-09,89.28,7.91,89.42,1.11
REC-66987832,2021-08-16,80.49,5.27,80.07,4.04
REC-81687725,2020-08-09,88.21,1.39,80.01,3.71
REC-56555725,2022-06-11,75.45,7.56,99.3,1.06
REC-99909325,2021-08-09,72.0,5.7,95.28,2.52
REC-39755270,2020-07-02,90.48,3.09,88.33,4.14
REC-41562316,2021-09-07,99.38,9.12,92.22,2.37
REC-58624457,2023-03-06,78.6,3.77,99.87,0.96
REC-77304275,2021-05-15,75.88,4.62,92.75,3.5
REC-91948851,2022-11-11,94.65,7.26,81.67,1.44
REC-20370954,2021-07-18,97.45,3.54,89.9,1.61
REC-28532770,2020-04-17,76.86,1.3,92.69,0.22
REC-35228980,2023-09-04,93.11,9.65,82.94,0.62
REC-38351125,2024-08-23,86.87,7.34,93.38,1.99
REC-68438483,2023-10-16,77.58,6.42,86.46,3.27
REC-55578549,2020-02-17,90.96,6.1,97.29,1.56
REC-97784425,2023-05-18,93.15,5.82,86.35,4.92
REC-67138006,2020-11-25,99.05,9.27,81.94,1.66
REC-48247237,2021-07-04,79.64,1.87,84.21,4.25
REC-61917499,2023-07-16,70.0,5.26,91.86,0.32
REC-14674355,2021-03-08,97.98,6.06,97.17,4.14
REC-66604567,2022-12-18,71.78,0.99,98.96,3.44
REC-31950353,2022-11-05,80.3,5.57,95.1,4.64
REC-79437349,2020-10-29,82.75,8.63,85.43,0.86
REC-72400868,2023-07-25,73.2,1.55,84.63,0.27
REC-56477836,2021-04-27,94.61,1.79,88.49,3.37
REC-98029193,2022-09-20,85.12,6.67,99.95,3.05
REC-11640743,2021-12-17,93.99,7.91,98.9,4.16
REC-52818915,2021-05-22,87.82,8.17,91.4,2.53
REC-87132540,2022-07-11,88.18,7.52,95.42,2.08
REC-61538303,2020-10-01,84.48,6.13,84.48,3.57
REC-11555403,2019-12-10,89.62,5.12,95.72,3.38
REC-97753863,2024-07-03,70.08,9.34,85.37,1.67
REC-66701227,2020-03-05,83.93,3.46,84.71,1.33
REC-50661866,2022-01-20,79.24,1.17,86.72,4.19
REC-44715287,2020-10-30,76.46,7.45,85.24,0.63
REC-91018658,2020-08-12,72.73,7.22,82.71,0.1
REC-77385565,2023-08-18,92.8,2.88,88.83,1.73
REC-73558440,2023-07-27,72.18,1.82,86.73,3.87
REC-81809727,2023-03-24,74.73,8.01,82.41,4.85
REC-24988380,2021-02-14,79.91,1.55,91.85,3.7
REC-66917057,2022-08-04,81.29,8.64,82.28,2.97
REC-61468716,2021-07-16,99.77,1.8,95.97,4.41
REC-30184631,2022-03-07,87.86,5.38,85.98,2.5
REC-55246901,2021-01-01,91.32,6.27,83.79,1.21
REC-36523174,2021-02-10,87.09,5.97,93.47,0.98
REC-92479493,2024-08-02,79.03,4.97,82.9,0.46
REC-68369685,2024-05-15,72.48,2.72,85.86,1.12
REC-72379457,2021-08-15,99.78,7.83,83.94,0.12
REC-15347831,2020-05-27,92.57,1.65,85.96,0.38
REC-75715873,2023-03-04,96.61,3.0,99.03,0.2
REC-59271881,2024-02-09,92.96,0.44,85.17,2.88
REC-90440472,2023-10-30,82.5,5.51,99.32,2.27
REC-43866730,2021-07-05,82.13,5.33,99.07,0.35
REC-55293348,2023-09-12,89.58,1.13,85.5,0.08
REC-13158189,2023-08-09,74.41,6.96,81.87,3.4
REC-45867744,2022-01-16,97.72,9.14,99.97,1.39
REC-49357964,2019-10-17,76.97,8.71,92.78,1.91
REC-65976877,2023-04-24,93.83,6.36,84.38,3.35
REC-69964474,2021-10-07,71.15,7.45,92.74,1.84
REC-49954382,2021-10-10,78.92,6.48,85.55,3.74
REC-89964091,2022-06-14,84.49,5.07,83.29,3.34
REC-57948542,2023-05-13,71.48,5.49,92.39,0.48
REC-81305655,2024-08-06,76.01,9.09,86.61,2.38
REC-43370113,2021-07-23,84.63,7.05,98.2,0.65
REC-21280578,2020-12-07,85.98,4.36,80.38,1.31
REC-22693316,2024-07-19,82.8,3.76,97.7,3.95
REC-29413831,2019-09-17,85.82,2.16,85.5,1.02
REC-67861335,2023-03-22,95.37,9.86,93.89,4.88
REC-56356961,2020-01-17,70.26,7.04,90.88,0.69
REC-92844702,2020-01-04,78.56,3.6,86.23,1.81
REC-80270865,2023-09-03,71.94,1.38,98.77,2.72
REC-15454740,2023-12-16,76.53,0.67,85.73,2.37
REC-53833963,2019-12-15,87.48,2.36,96.5,0.03
REC-15138845,2023-04-16,95.54,4.2,89.46,3.42
REC-91786040,2024-03-09,87.69,6.89,91.91,1.39
REC-61259494,2023-01-09,94.49,9.8,95.78,0.64
REC-20571641,2023-09-30,79.07,4.51,91.47,0.18
REC-95461939,2020-07-02,73.15,0.06,92.25,3.57
REC-66711004,2023-07-08,91.38,0.91,99.56,0.43
REC-13004259,2023-11-18,81.28,2.4,95.65,4.72
REC-44474897,2021-09-18,86.73,0.71,98.05,1.45
REC-68174698,2020-05-17,87.84,4.25,92.12,3.32
REC-35721973,2024-06-02,83.35,2.11,89.08,4.52
REC-50695005,2019-10-10,76.71,0.09,82.22,4.6
REC-82364511,2023-02-16,92.64,3.92,93.4,1.12
REC-16554015,2021-07-10,75.59,0.04,80.76,3.98
REC-86951857,2020-10-18,88.61,6.32,82.15,0.45
REC-38884898,2022-09-19,79.62,0.44,95.19,2.87
REC-46881253,2022-03-08,84.69,0.73,81.6,1.03
REC-47158689,2021-09-13,91.73,9.09,84.21,1.4
REC-16139411,2020-06-09,98.17,9.02,89.95,3.77
REC-34328360,2019-10-21,86.04,2.35,87.97,0.37
REC-46598410,2023-10-01,81.12,5.55,94.41,1.96
REC-64651149,2022-04-06,83.68,9.73,81.76,3.76
REC-12512414,2021-01-16,79.51,3.62,97.62,1.91
REC-98209607,2023-07-29,76.51,6.27,96.34,3.25
REC-46878825,2024-07-09,92.63,5.26,93.3,2.36
REC-72067810,2024-08-19,90.22,4.63,97.46,2.02
REC-23038943,2019-11-16,88.18,6.9,81.81,1.47
REC-40175470,2023-07-16,95.91,9.03,92.47,4.94
REC-53568260,2023-08-12,90.44,8.23,85.29,4.17
REC-18552683,2020-11-05,85.86,6.76,83.88,2.86
REC-91781029,2023-02-12,79.81,3.93,98.39,2.16
REC-88908503,2021-03-29,85.84,6.77,93.12,1.35
REC-95197744,2022-10-26,86.1,2.34,82.05,3.86
REC-82673252,2023-08-14,81.78,3.44,85.22,0.09
REC-73834338,2019-09-06,78.66,5.22,94.12,1.97
REC-56030066,2020-04-08,79.13,2.86,94.5,0.74
REC-52901731,2022-12-10,99.26,7.63,96.25,2.84
REC-69644085,2022-07-02,97.31,6.92,88.51,0.62
REC-72001550,2024-03-08,99.69,6.52,88.84,0.74
REC-38271272,2019-12-12,85.96,1.32,83.93,4.43
REC-32818813,2022-03-11,82.9,2.2,87.25,1.21
REC-44318479,2023-04-17,96.08,8.7,86.07,0.95
REC-14330737,2021-12-18,99.66,7.4,98.69,1.99
REC-94742934,2024-04-13,84.07,1.79,98.3,4.62
REC-85339864,2024-07-24,77.62,3.97,98.4,4.32
REC-21152419,2021-06-06,83.61,5.72,98.28,3.57
REC-81080601,2020-05-10,76.07,5.44,95.88,2.18
REC-50806582,2022-07-10,96.3,6.01,85.44,4.01
REC-52323961,2020-02-19,95.2,5.45,90.5,2.7
REC-72730696,2024-01-18,75.5,3.39,92.74,4.88
REC-30924610,2022-10-06,99.66,6.52,87.22,1.01
REC-93787448,2020-02-09,72.36,0.1,85.42,1.39
REC-85818579,2020-08-11,71.54,2.34,84.46,4.45
REC-65753103,2022-12-04,95.36,0.1,87.86,4.27
REC-48102759,2022-10-11,95.34,4.77,82.24,2.24
REC-41503392,2023-08-17,82.54,9.53,86.77,1.74
REC-82154472,2020-01-06,80.88,0.8,82.02,0.77
REC-60791859,2022-10-11,78.93,3.36,92.25,1.91
REC-23016411,2022-10-14,75.39,0.3,89.17,2.95
REC-39300452,2021-02-27,87.6,6.36,100.0,4.16
REC-24848878,2024-06-03,88.85,0.55,80.68,2.15
REC-33974297,2020-03-28,92.6,0.0,81.21,0.16
REC-63836946,2024-06-09,96.98,0.33,99.14,1.94
REC-57247944,2021-05-30,89.8,1.65,82.36,2.56
REC-66127168,2020-11-05,94.49,9.36,82.58,3.34
REC-52869611,2022-07-08,78.09,0.78,87.93,3.05
REC-94594167,2021-09-12,78.21,3.01,87.14,3.83
REC-99152055,2024-04-04,73.34,0.94,95.65,3.27
REC-77418191,2020-08-19,83.56,8.31,98.72,1.33
REC-81472067,2023-09-27,73.34,3.23,96.67,4.43
REC-40212304,2024-08-08,70.94,3.54,89.68,0.75
REC-76415389,2021-06-14,77.08,9.89,82.25,0.39
REC-48424310,2021-08-02,86.62,4.59,91.42,1.51
REC-31067861,2022-05-24,91.06,0.07,89.59,4.68
REC-63694387,2022-09-01,98.14,3.66,98.04,0.3
REC-10447935,2021-12-10,74.19,0.26,97.42,1.45
REC-54836082,2023-12-14,94.26,0.22,92.65,4.5
REC-98072413,2023-04-07,78.31,3.42,80.2,4.78
REC-23196701,2022-01-10,93.27,6.56,97.56,2.89
REC-87867465,2020-02-18,71.63,4.44,87.79,2.51
REC-66139192,2020-03-16,72.25,9.2,83.41,2.16
REC-35350367,2022-11-03,98.79,9.64,93.33,2.52
REC-93064126,2022-08-09,86.54,2.99,99.13,2.47
REC-28598824,2023-07-08,78.28,2.32,96.97,4.14
REC-20805307,2023-10-21,99.25,8.18,80.05,0.3
REC-13064676,2023-12-07,74.62,2.18,87.15,4.9
REC-91847649,2024-02-24,91.23,4.08,87.03,2.53
REC-32341731,2020-09-17,79.44,0.42,85.77,2.14
REC-22209308,2023-09-01,79.07,8.14,97.86,4.78
REC-13049361,2024-03-11,84.03,2.28,85.91,2.78
REC-84095884,2024-03-14,92.99,8.63,87.86,4.58
