record_id,date,inventory_level,order_fulfillment_rate,supplier_performance
REC-38018594,2023-11-13,2804,88.14,91.78
REC-17948672,2020-08-26,8992,92.94,81.4
REC-28831186,2022-12-10,9916,88.65,73.91
REC-74549616,2022-01-30,9943,93.8,73.52
REC-42542841,2023-07-22,9880,97.49,84.09
REC-31400078,2022-04-28,8617,87.17,76.45
REC-62479086,2023-06-12,8562,97.29,68.53
REC-43362943,2021-08-03,8898,91.31,94.68
REC-19466596,2024-05-18,8398,93.89,62.02
REC-47073335,2023-02-18,5700,95.32,81.13
REC-63880436,2022-02-20,378,88.2,95.11
REC-88642156,2023-04-23,2878,97.83,86.11
REC-37626181,2021-04-10,2035,91.61,71.87
REC-29113736,2020-04-05,1369,94.13,67.72
REC-53952205,2023-09-18,6323,87.82,93.8
REC-95464025,2022-10-17,6983,88.01,68.91
REC-79876471,2021-03-12,9530,90.12,61.7
REC-80362430,2019-10-11,8428,86.75,84.41
REC-94361980,2023-11-07,812,86.12,87.47
REC-41162829,2020-07-24,5420,89.81,80.17
REC-50107238,2023-01-15,8957,87.57,66.8
REC-82646617,2023-05-24,7294,87.85,68.3
REC-30626125,2024-02-11,827,94.83,96.6
REC-55818870,2020-05-23,524,97.87,91.16
REC-15499119,2020-09-06,5081,97.56,95.88
REC-44286237,2020-11-20,2330,96.08,82.28
REC-94140870,2023-01-10,2673,96.11,75.97
REC-67164749,2023-01-28,8908,96.85,98.27
REC-75404850,2020-07-14,5309,96.92,89.36
REC-40149786,2021-02-07,3574,91.61,80.38
REC-23831159,2020-03-21,5418,95.75,64.57
REC-90975711,2022-10-06,8087,87.2,65.22
REC-42385743,2021-05-12,4418,86.04,86.68
REC-68046122,2022-07-20,3107,86.95,83.28
REC-17603772,2021-05-16,5017,92.41,72.79
REC-47608285,2023-02-09,9388,93.56,92.97
REC-43778683,2020-09-17,3919,99.4,90.71
REC-54134771,2021-08-25,8252,96.0,95.39
REC-99520336,2023-04-13,6306,93.67,89.98
REC-57870268,2023-11-30,5070,99.19,66.01
REC-11734913,2022-01-14,966,85.52,74.09
REC-75169251,2024-08-13,6104,93.43,86.79
REC-88622613,2021-12-28,4381,89.7,62.22
REC-39714212,2023-01-27,1994,90.41,98.03
REC-99339143,2022-09-12,9627,97.37,72.44
REC-23954006,2023-09-19,8245,93.92,93.13
REC-85251955,2023-02-09,4348,88.68,69.07
REC-91420209,2023-10-16,9601,98.34,74.43
REC-99597988,2024-01-07,6065,92.41,88.14
REC-15650731,2022-01-15,2788,87.17,67.54
REC-89234500,2020-12-02,4526,88.65,76.04
REC-87259150,2023-07-15,6011,88.15,74.84
REC-25767007,2020-08-02,1010,86.77,73.82
REC-58412445,2020-09-15,2288,98.99,94.91
REC-62847572,2021-10-19,5824,96.95,88.19
REC-56614414,2023-10-31,7563,90.23,92.98
REC-71839874,2023-11-24,2609,91.33,96.31
REC-15003131,2021-08-19,4747,88.12,96.42
REC-94304617,2020-10-24,7665,86.48,89.84
REC-99800835,2019-12-03,7372,94.49,82.93
REC-38996335,2020-07-07,4875,90.06,81.74
REC-13240609,2020-02-13,3890,89.12,61.52
REC-23261275,2020-03-31,3523,92.72,98.2
REC-65317019,2023-11-27,2642,85.75,62.8
REC-71286924,2019-11-24,2819,99.31,60.36
REC-58128991,2021-03-11,8263,85.73,92.72
REC-57295434,2022-12-03,7285,91.88,82.11
REC-47128982,2022-06-13,5557,87.92,96.93
REC-16415488,2020-12-19,4599,87.27,88.06
REC-71499176,2022-03-30,4555,99.98,75.71
REC-31554308,2020-06-27,1844,86.39,99.68
REC-84957616,2020-04-26,9026,93.18,95.26
REC-97011596,2024-02-03,6144,85.23,84.35
REC-63864375,2023-11-09,319,97.29,83.09
REC-33093235,2023-08-19,6453,95.71,68.47
REC-21927856,2021-05-21,7954,85.72,77.22
REC-57218427,2022-03-02,2404,93.83,89.64
REC-40544052,2023-11-26,7413,96.28,71.13
REC-51048501,2023-11-03,1185,97.99,98.21
REC-22137642,2023-12-18,8229,85.09,99.91
REC-51999994,2021-11-22,7999,99.18,80.4
REC-95828882,2024-04-13,2642,85.59,99.68
REC-61364639,2022-08-04,6137,89.73,74.3
REC-45524800,2024-04-07,9678,98.22,78.9
REC-57055917,2024-04-26,2614,85.7,61.84
REC-68756373,2019-10-26,3285,87.81,77.19
REC-31369793,2019-12-09,8233,93.51,87.74
REC-53320084,2023-05-01,3802,93.48,95.05
REC-24962673,2020-09-06,9235,86.67,72.39
REC-88094160,2022-12-06,1672,85.5,80.95
REC-77930179,2023-07-01,1644,88.99,67.33
REC-85151359,2022-05-06,9578,86.83,62.73
REC-33878421,2022-11-14,1456,99.06,88.93
REC-93009769,2023-06-07,9179,99.51,76.43
REC-36658273,2023-07-31,6962,94.01,77.99
REC-22152370,2019-12-22,3051,92.06,80.72
REC-45348929,2019-12-13,5311,86.57,90.87
REC-55656032,2021-03-04,6168,92.41,79.01
REC-57486185,2024-05-27,6695,88.6,91.3
REC-27855290,2022-03-31,5727,93.51,85.33
REC-23908449,2021-01-23,3258,93.46,85.75
REC-92331842,2023-11-06,1410,87.98,81.62
REC-53464571,2023-05-02,8839,93.55,65.16
REC-69396183,2020-10-23,9277,95.32,84.55
REC-43004621,2022-04-29,5897,93.83,83.5
REC-30805333,2022-12-23,3507,92.01,62.55
REC-13537870,2023-10-25,624,92.15,78.14
REC-40127665,2020-08-06,3469,96.2,99.36
REC-42930552,2024-07-04,8450,96.61,79.45
REC-69103568,2023-11-04,953,87.54,86.63
REC-29512130,2024-05-18,3048,85.37,96.8
REC-49834900,2024-04-03,1452,95.05,72.3
REC-12788232,2024-07-14,9649,96.09,69.12
REC-68914857,2023-08-31,9680,91.77,94.13
REC-84668321,2023-09-19,9112,95.98,88.49
REC-65341132,2024-06-13,4704,95.78,91.16
REC-79601473,2020-12-30,709,89.66,62.74
REC-94188755,2023-12-24,4924,97.54,97.64
REC-45096899,2020-02-22,9583,95.26,85.73
REC-45374067,2022-12-30,2360,96.34,90.73
REC-59691228,2021-11-28,3784,85.28,96.42
REC-41501680,2023-11-16,4472,88.39,65.19
REC-82527114,2022-11-18,1948,88.01,96.85
REC-20340193,2022-09-01,8854,88.02,95.3
REC-53172816,2022-02-01,968,97.11,60.16
REC-82246104,2022-05-24,7704,98.28,97.96
REC-22968305,2020-03-10,6300,93.08,97.81
REC-73852434,2019-11-28,6743,86.29,80.8
REC-52075215,2020-01-20,9378,94.81,97.25
REC-91079800,2020-10-04,4663,86.23,87.4
REC-56753777,2022-10-14,4954,93.94,98.75
REC-72449688,2022-08-20,7970,92.87,75.42
REC-87075758,2024-08-20,7329,88.9,84.77
REC-71772215,2019-11-24,430,95.43,95.29
REC-76724054,2022-07-28,9809,85.16,77.4
REC-18678217,2022-11-27,4432,99.54,81.51
REC-12968249,2020-06-30,2081,88.21,83.92
REC-85027178,2023-04-24,4671,91.71,98.11
REC-56654498,2022-08-09,8999,98.55,75.03
REC-29848134,2022-09-16,7678,99.74,92.58
REC-57568410,2023-03-04,3655,99.16,61.88
REC-47056223,2022-08-28,9572,88.1,63.9
REC-13701318,2020-02-24,152,94.84,72.13
REC-67825027,2021-09-29,8223,94.75,95.08
REC-63183240,2021-10-10,5039,96.46,62.63
REC-98825403,2021-08-30,126,88.97,61.02
REC-51584044,2022-04-28,4136,99.35,99.24
REC-50890916,2020-05-22,7197,98.28,64.0
REC-41214258,2020-03-23,591,87.63,75.27
REC-64645674,2022-04-06,7323,98.72,75.18
REC-82425578,2020-08-22,3958,90.0,88.52
REC-10909370,2022-07-16,5996,92.68,99.67
REC-58096857,2021-02-10,1219,92.72,82.71
REC-19531256,2019-11-02,3517,90.56,74.9
REC-81104791,2024-03-31,6167,98.62,93.4
REC-31636866,2022-06-11,5654,89.19,73.9
REC-43393307,2019-12-27,1338,97.14,68.42
REC-34325365,2023-08-03,1749,88.82,86.73
REC-97161933,2023-04-06,625,92.96,61.42
REC-26039031,2024-07-01,8754,91.17,88.58
REC-21959568,2024-01-18,3949,94.49,89.58
REC-64164273,2023-04-02,8776,94.53,97.37
REC-64703681,2021-12-08,939,87.36,83.96
REC-73673905,2019-11-04,9374,87.71,92.28
REC-56076320,2023-08-31,2531,85.1,88.19
REC-22866554,2024-09-01,4971,98.57,90.86
REC-57668359,2019-11-10,4064,99.25,98.51
REC-67762060,2022-05-12,5247,92.33,73.55
REC-77066159,2022-11-18,1795,99.77,82.62
REC-34772080,2024-07-09,6655,96.46,77.35
REC-63878721,2022-12-27,9630,86.96,97.86
REC-40419133,2022-05-30,9712,91.35,84.48
REC-96869105,2024-07-15,5177,93.02,69.69
REC-55596469,2020-07-01,8507,97.59,71.92
REC-22620209,2023-10-28,2141,99.42,97.56
REC-44597012,2020-07-08,8817,94.81,75.88
REC-91357341,2021-06-02,9214,88.87,91.48
REC-84776506,2022-07-11,2328,99.7,60.33
REC-60082940,2023-11-23,7844,96.8,64.17
REC-32617447,2023-12-12,9996,90.57,94.69
REC-81017414,2022-07-22,331,97.07,76.09
REC-10625592,2021-01-31,1954,89.64,77.25
REC-61640743,2022-03-20,4683,93.6,97.48
REC-13711597,2022-10-04,3554,89.97,72.38
REC-19313264,2023-05-18,663,87.54,71.14
REC-35297638,2021-05-20,3145,89.21,83.95
REC-34398998,2023-11-23,5770,91.26,60.87
REC-39309642,2020-04-23,8311,85.84,76.38
REC-23014526,2024-03-23,187,99.99,92.15
REC-90492828,2021-06-28,2353,86.86,93.52
REC-87038964,2022-02-10,1647,88.83,99.28
REC-69149428,2021-12-03,1908,95.62,79.72
REC-78092509,2020-01-27,3567,88.22,73.99
REC-69741176,2022-03-13,4389,94.32,90.6
REC-93494515,2024-07-18,2567,86.96,79.82
REC-82154087,2023-02-02,8509,97.21,68.84
REC-51831014,2021-08-03,3523,96.85,89.72
REC-24465305,2020-06-13,7758,95.46,65.51
REC-34215127,2024-08-02,6184,95.81,79.93
REC-32466075,2020-06-22,3945,90.5,69.56
REC-76793593,2022-07-14,8405,92.42,92.96
REC-91000851,2021-12-29,6078,98.77,68.22
REC-92301184,2020-03-28,8907,94.21,77.21
REC-71024383,2024-06-26,688,98.05,64.39
REC-62190005,2024-03-08,3161,99.58,92.45
REC-25620477,2023-09-17,6842,99.19,61.84
REC-55411755,2023-04-20,3860,96.34,81.93
REC-59082552,2021-06-14,5639,93.13,89.48
REC-42138616,2022-08-16,1176,92.51,85.64
REC-35278591,2020-04-27,9447,91.53,92.18
REC-15582167,2022-03-27,7567,92.54,78.87
REC-17868404,2023-12-17,1954,88.33,70.47
REC-98538069,2022-03-21,399,87.12,68.6
REC-79772254,2023-05-09,5604,97.7,64.41
REC-99055153,2024-04-05,6160,92.51,84.72
REC-80778039,2022-05-02,6740,86.28,65.77
REC-80017740,2021-05-15,568,97.73,91.85
REC-83334032,2023-03-12,8615,90.35,72.86
REC-47924770,2023-02-02,8767,99.58,91.02
REC-28183236,2021-10-21,8748,97.42,66.3
REC-36580682,2024-01-20,8845,97.6,66.52
REC-94065834,2023-07-11,5276,94.7,80.19
REC-64255917,2024-04-29,6735,91.14,85.94
REC-60609069,2021-03-16,4404,92.28,75.71
REC-75829144,2019-10-29,4232,91.34,72.47
REC-75933037,2024-01-22,5796,97.72,63.38
REC-53152945,2021-04-03,7411,97.45,83.4
REC-91827614,2024-07-29,6880,92.87,98.14
REC-51056878,2023-11-30,5612,87.9,82.23
REC-48546517,2021-06-24,1592,86.71,97.9
REC-80806579,2023-08-23,4116,96.54,93.86
REC-35243522,2021-12-12,9122,88.55,86.61
REC-51220925,2024-03-14,8228,98.65,62.76
REC-33267818,2023-05-11,4620,86.7,76.57
REC-16436549,2024-06-25,8216,91.28,68.0
REC-13753144,2020-03-06,5810,86.59,71.47
REC-50660713,2024-02-10,2983,88.92,95.32
REC-35265012,2021-05-17,1680,93.47,70.0
REC-82177418,2022-10-07,9165,91.32,84.85
REC-68224195,2023-08-08,4903,88.76,78.86
REC-80328000,2020-12-04,694,86.71,80.64
REC-78282676,2021-09-17,6708,94.54,74.78
REC-16002311,2020-12-12,6271,90.99,83.64
REC-23240677,2022-03-22,4587,95.21,68.7
REC-34924955,2023-05-16,5482,98.25,72.46
REC-52991351,2023-02-27,8564,89.37,84.9
REC-37327834,2022-05-19,3961,89.05,60.09
REC-37747762,2020-03-20,7131,96.17,85.54
REC-16071188,2021-05-26,7971,94.99,92.77
REC-37652856,2023-03-06,6666,87.11,73.2
REC-48982422,2021-12-09,5252,95.17,97.99
REC-42264248,2022-02-09,4151,87.01,96.58
REC-33764288,2021-01-12,3283,91.51,74.4
REC-40651547,2021-11-06,3053,99.92,86.41
REC-63949988,2021-09-04,3550,88.03,88.11
REC-30928435,2023-02-13,7561,90.58,88.24
REC-90363084,2021-09-11,2024,97.82,67.29
REC-93451717,2020-08-19,133,99.58,92.24
REC-66752704,2020-12-10,9824,97.08,99.39
REC-37498028,2021-04-20,7850,91.13,63.18
REC-64922351,2019-11-27,1135,86.58,82.14
REC-65819457,2021-10-04,3546,91.59,67.51
REC-60617768,2022-04-23,5687,89.3,80.01
REC-35433791,2023-08-14,5144,99.73,77.89
REC-44014192,2023-10-19,5754,92.58,61.47
REC-94092385,2024-06-06,5065,90.02,65.11
REC-15610213,2023-05-19,8090,99.56,73.03
REC-27299087,2023-04-05,3071,90.19,94.95
REC-19465618,2019-12-25,9486,99.05,73.76
REC-25472405,2021-05-21,5483,92.66,92.55
REC-75570300,2021-01-09,7797,86.87,86.51
REC-34609969,2021-12-27,8327,85.96,97.31
REC-53940007,2020-10-29,1416,96.18,81.24
REC-44426734,2019-12-01,4073,98.87,87.48
REC-48226119,2021-11-12,8273,85.42,87.64
REC-48445186,2022-01-12,852,86.7,89.7
REC-86518645,2024-05-08,427,97.16,86.02
REC-24561556,2021-03-01,1843,88.04,85.35
REC-63003418,2020-01-11,4654,91.92,73.47
REC-21610244,2023-10-20,4851,98.3,85.52
REC-36949332,2019-11-02,3987,96.67,65.95
REC-79555056,2020-02-20,2791,96.15,88.34
REC-72942341,2020-05-19,5950,86.42,65.04
REC-24675889,2022-05-04,7149,94.7,79.98
REC-40688223,2022-03-15,1540,88.79,62.77
REC-62085048,2020-03-17,3256,92.2,77.53
REC-21221679,2023-02-17,3179,93.77,78.07
REC-42447383,2022-10-05,6064,97.71,76.69
REC-92586963,2020-06-08,5135,86.29,60.85
REC-68801935,2023-01-17,1217,94.09,73.71
REC-69327432,2020-11-11,3146,96.5,72.97
REC-98969812,2021-09-04,8971,91.65,75.76
REC-35363046,2020-08-14,1797,87.85,95.04
REC-52670676,2024-07-10,4625,90.14,78.1
REC-86343225,2023-12-04,557,95.86,89.39
REC-30496460,2020-09-10,7508,88.79,78.54
REC-43662096,2024-02-09,2925,85.89,66.87
REC-56991937,2024-08-09,4035,89.58,81.37
REC-36930692,2024-02-19,3770,99.34,76.85
REC-62520989,2021-10-23,6486,91.16,66.98
REC-30548400,2023-11-22,330,91.43,80.2
REC-77859758,2020-06-08,8936,86.83,83.6
REC-40230610,2021-09-10,9930,87.7,75.8
REC-94183188,2020-09-15,4375,85.18,81.34
REC-55082208,2022-05-02,4996,88.37,63.15
REC-13397006,2022-06-21,940,88.71,88.59
REC-19312412,2024-08-21,2734,98.72,94.4
REC-90753445,2022-12-26,2801,85.26,67.11
REC-48628739,2021-09-04,8668,88.33,85.14
REC-29241916,2023-04-07,9048,98.67,96.79
REC-52621317,2021-07-10,6687,97.36,78.24
REC-24947264,2020-11-23,1364,94.29,75.04
REC-65019090,2020-07-29,6083,91.28,82.89
REC-81709011,2021-02-27,9105,91.99,64.0
REC-93025237,2021-06-28,8573,90.43,77.57
REC-53171972,2022-01-01,2233,96.56,86.78
REC-15157990,2023-05-29,8432,99.09,92.76
REC-23930806,2023-02-21,8431,95.45,64.56
REC-10792100,2021-10-31,5708,91.61,72.07
REC-10459152,2020-02-22,962,96.7,86.34
REC-62013029,2023-11-03,8398,96.33,62.32
REC-40134305,2024-03-16,8326,88.67,91.09
REC-85650313,2022-11-09,1057,92.01,97.47
REC-19921913,2020-08-17,6397,96.11,82.76
REC-97088867,2022-05-12,5026,87.05,64.56
REC-86704340,2024-04-23,1071,99.22,96.16
REC-47912273,2023-04-10,9360,90.71,96.43
REC-70353847,2023-09-16,9426,93.41,95.91
REC-75842162,2021-10-06,7302,86.8,84.78
REC-56324745,2022-01-11,2732,91.93,84.51
REC-74307616,2020-11-25,2578,93.05,82.99
REC-70964805,2022-10-03,994,90.7,94.03
REC-58336521,2023-09-17,3947,90.14,90.67
REC-29382033,2022-10-18,9282,92.66,72.6
REC-95509203,2022-04-16,1662,97.34,69.33
REC-62137114,2019-11-06,8842,89.78,70.93
REC-31517336,2019-12-19,8757,97.78,81.5
REC-12810133,2020-02-18,3104,94.27,69.63
REC-50246214,2021-09-15,1092,88.2,65.52
REC-15711620,2021-10-26,2795,88.95,66.68
REC-65079123,2024-05-15,5097,97.6,63.09
REC-40465492,2022-12-10,7401,89.88,87.08
REC-26780466,2022-04-19,7251,93.24,77.0
REC-37930832,2022-10-03,9968,99.14,60.42
REC-66524541,2020-09-15,565,90.44,85.57
REC-71818207,2024-03-20,8014,89.81,86.74
REC-69578294,2021-09-05,3814,91.22,76.49
REC-72212219,2023-06-07,1176,99.5,93.43
REC-55338927,2022-12-21,381,91.62,79.42
REC-99304909,2019-09-26,2980,92.27,96.28
REC-27866349,2023-01-04,2906,99.13,74.88
REC-37637454,2021-11-03,2442,98.7,70.32
REC-39119785,2022-03-24,9731,95.58,91.54
REC-86287557,2020-06-08,1910,91.68,68.05
REC-98493234,2021-09-02,5216,97.11,70.85
REC-72193264,2022-03-14,7418,88.47,80.11
REC-64788762,2021-06-16,7708,94.74,76.03
REC-96436223,2021-01-11,4477,92.33,71.21
REC-38657321,2023-05-27,204,86.81,76.88
REC-28969191,2022-05-14,7393,98.57,84.85
REC-24582780,2023-02-15,8674,97.31,86.75
REC-97541827,2019-12-16,5896,95.1,75.62
REC-50308304,2021-12-31,7223,96.22,67.38
REC-16829764,2020-05-07,311,91.82,78.03
REC-39149156,2023-11-07,7230,93.95,87.12
REC-84046990,2023-09-04,701,86.62,85.39
REC-98536920,2023-03-08,1608,90.02,83.27
REC-79457789,2022-07-01,3465,91.73,78.35
REC-34201500,2023-04-06,5412,86.4,99.3
REC-13199132,2020-07-09,132,87.5,77.81
REC-61804106,2021-01-12,1610,98.28,62.51
REC-46684386,2021-11-20,8137,91.43,82.43
REC-96065526,2023-12-23,2409,99.27,67.63
REC-87184473,2020-03-26,8569,96.47,60.58
REC-30224364,2022-08-30,7922,86.64,78.65
REC-52478661,2023-04-01,3379,90.32,72.58
REC-42977091,2024-04-29,8558,87.69,83.41
REC-75321753,2022-06-13,7853,91.23,76.34
REC-91920869,2023-07-11,9634,85.1,72.94
REC-94300224,2019-11-25,1692,91.12,63.0
REC-23027791,2020-02-10,6920,89.81,66.66
REC-21509178,2021-03-25,4215,87.99,89.36
REC-11163490,2023-06-10,9828,87.67,66.53
REC-54494335,2020-10-28,9366,86.42,96.23
REC-52049592,2019-09-11,6174,94.06,74.81
REC-37247147,2023-01-28,8175,85.14,69.51
REC-38589967,2021-05-15,6126,87.73,89.92
REC-18861468,2022-04-08,719,88.42,91.33
REC-93648740,2022-05-03,6861,89.52,78.79
REC-88309134,2024-07-25,8910,91.31,64.8
REC-73765142,2020-05-14,1477,88.54,74.64
REC-33517361,2020-08-11,3757,85.51,79.81
REC-50700248,2021-01-04,3872,98.69,76.11
REC-85415271,2021-10-16,1143,99.76,62.54
REC-30403362,2024-01-23,9405,87.26,86.48
REC-65725304,2020-10-10,5241,93.77,63.57
REC-81444791,2023-02-27,434,93.1,86.8
REC-31244038,2022-05-21,1391,93.19,88.51
REC-47746670,2023-07-05,2696,85.21,96.73
REC-25214980,2023-09-27,8937,85.01,72.68
REC-69713989,2020-10-20,8181,91.69,84.51
REC-15285272,2021-11-19,7590,86.66,97.02
REC-61130128,2021-02-21,4298,96.52,64.98
REC-60918146,2022-06-15,6069,88.33,74.6
REC-32878479,2022-01-24,7578,88.46,75.24
REC-88675126,2021-05-11,8770,89.87,83.01
REC-69181497,2020-05-21,4993,98.93,64.13
REC-70040074,2023-03-12,3136,87.82,97.36
REC-76003853,2022-10-18,7735,85.28,73.17
REC-55604049,2021-03-20,7657,92.3,81.73
REC-59656286,2023-01-06,3431,90.19,97.57
REC-33788142,2022-11-17,1559,89.15,97.9
REC-93756036,2024-07-09,3651,96.75,98.2
REC-62830211,2021-07-30,1634,91.59,89.83
REC-24894384,2019-11-05,8398,97.3,89.75
REC-95123938,2019-11-12,522,91.47,69.15
REC-49238480,2024-06-02,868,87.77,83.91
REC-57608618,2021-08-12,3942,92.84,98.53
REC-12141515,2020-06-04,8876,87.58,89.04
REC-32690870,2023-08-08,1660,98.62,66.71
REC-43918937,2021-05-09,4140,87.24,64.18
REC-78910441,2021-11-23,1283,95.96,95.84
REC-79851147,2021-02-07,7210,85.14,99.32
REC-75714214,2020-02-03,8188,86.43,82.37
REC-32398512,2023-01-29,862,99.87,84.72
REC-97161679,2023-04-26,900,96.66,98.34
REC-51156003,2021-11-18,3808,98.65,64.76
REC-70254507,2020-12-08,6977,89.29,87.09
REC-55300876,2020-06-04,7803,87.8,75.19
REC-46619501,2022-10-19,8498,92.09,61.63
REC-98504582,2021-02-11,5523,98.78,94.93
REC-54683613,2024-06-29,9051,95.45,81.92
REC-27535526,2020-08-31,1458,98.44,75.3
REC-86994349,2019-10-15,8117,99.7,71.68
REC-50629111,2024-02-21,964,87.31,92.87
REC-36795548,2023-05-15,245,90.94,83.95
REC-61005009,2023-07-12,1501,92.09,77.67
REC-14829577,2023-11-15,5132,95.23,90.17
REC-60350701,2020-09-04,4082,92.91,84.88
REC-59230243,2021-07-30,7333,85.76,92.25
REC-66977334,2021-05-25,9528,93.09,76.19
REC-55919735,2021-04-16,2806,98.02,96.23
REC-56471424,2021-12-07,4017,94.35,62.16
REC-84139544,2022-02-12,4801,98.48,65.09
REC-75609708,2023-11-15,2254,89.87,72.73
REC-45792181,2022-12-02,767,97.05,86.45
REC-70381095,2020-10-10,3218,85.33,81.51
REC-99418882,2023-05-04,572,91.99,63.58
REC-78288809,2021-06-04,3400,86.45,80.01
REC-13088008,2021-07-02,2200,92.98,90.01
REC-24367955,2022-01-28,8036,92.84,72.83
REC-19987762,2021-04-12,5051,87.5,96.45
REC-60115328,2023-03-24,5862,96.46,61.5
REC-30670352,2021-03-15,7721,90.41,86.9
REC-21728894,2023-02-22,2014,94.99,70.22
REC-11294562,2020-11-28,3943,99.63,99.03
REC-55786338,2019-11-30,5050,87.7,98.48
REC-30970686,2022-02-19,9349,90.51,86.78
REC-94691777,2021-11-23,5733,95.53,88.96
REC-99246477,2021-09-02,2123,97.37,99.14
REC-92217107,2023-07-04,4367,97.35,87.85
REC-17538528,2021-10-12,4204,94.27,63.96
REC-36779296,2022-10-24,8801,95.21,67.73
REC-34907429,2024-08-17,5507,88.46,91.35
REC-22292455,2023-07-26,176,99.33,72.1
REC-68112164,2020-05-25,4778,88.55,97.21
REC-38215122,2019-10-04,8686,94.32,70.41
REC-20658492,2023-08-28,1489,96.19,98.18
REC-53004024,2020-10-19,7863,85.01,88.32
REC-35855513,2022-06-02,8694,99.89,83.64
REC-36481124,2023-01-19,7386,86.0,96.79
REC-91263173,2021-06-22,4419,88.19,82.22
REC-72976361,2022-12-06,5045,89.52,83.32
REC-89431668,2023-04-09,6659,89.77,83.55
REC-69393536,2021-11-06,9359,89.94,85.18
REC-78126824,2020-04-15,1850,88.62,60.62
REC-20678134,2020-06-24,8117,91.53,88.51
REC-36537596,2024-05-28,5769,87.02,82.94
REC-29312960,2020-03-02,1862,86.84,89.4
REC-87233454,2020-02-10,3678,90.88,87.41
REC-26644381,2022-07-02,6189,91.16,79.69
REC-35259577,2021-08-31,5037,99.52,67.67
REC-53138308,2023-09-04,7204,92.21,95.82
REC-31800123,2022-09-06,2156,90.4,73.04
REC-95268109,2020-01-21,3251,92.0,81.41
REC-90739206,2019-09-18,2372,87.36,82.13
REC-78002009,2021-10-29,1148,86.4,78.99
REC-39294123,2023-12-17,3940,87.99,63.99
REC-43681911,2022-11-28,9459,96.41,76.81
REC-42315695,2022-03-29,8868,88.09,71.85
REC-10937251,2023-01-10,500,94.38,62.57
REC-47775463,2022-10-28,2145,95.77,74.12
REC-18677624,2020-10-16,2196,93.62,69.61
REC-18426588,2024-06-05,2803,89.24,62.22
REC-56200862,2020-01-07,7460,85.39,86.22
REC-93194239,2024-08-09,2261,95.33,77.33
REC-20730923,2021-03-12,9474,97.89,76.35
REC-11610470,2021-11-18,5375,92.15,77.2
REC-52734662,2021-02-10,4619,88.19,62.95
REC-91269754,2023-12-15,9054,90.85,66.47
REC-86396882,2023-11-11,8773,86.71,78.53
REC-52824042,2022-07-21,9476,99.62,87.59
REC-58065049,2023-08-26,2591,96.53,75.64
REC-59720070,2020-10-15,358,97.58,74.43
REC-50298493,2020-06-06,3882,99.47,88.73
REC-52073858,2022-05-14,4100,94.5,62.39
REC-35539627,2024-03-06,8602,99.27,84.86
REC-88816559,2023-05-09,8099,93.44,82.11
REC-15731027,2020-11-15,2658,94.08,66.95
REC-64993351,2021-11-19,8916,92.76,87.83
REC-71960301,2020-08-30,3867,88.31,70.75
REC-64122182,2022-05-02,4310,91.07,78.64
REC-72329716,2020-01-17,5241,98.56,97.9
REC-30493013,2020-10-03,9684,94.14,77.73
REC-61749546,2023-11-30,7433,92.05,66.07
REC-13285625,2022-01-22,3668,94.35,66.64
REC-52509908,2022-09-26,7917,91.29,60.36
REC-94851513,2023-04-30,6855,92.35,90.73
REC-63609010,2022-01-28,5984,91.52,93.38
REC-11872359,2021-11-27,5948,91.87,83.75
REC-98821543,2021-11-29,1392,99.89,64.42
REC-30272064,2024-01-25,5115,96.29,79.63
REC-39124413,2022-05-01,3640,86.98,75.63
REC-12199743,2023-05-17,5192,93.09,63.31
REC-73389452,2021-01-26,1875,92.78,89.69
REC-46358251,2022-05-09,3201,89.88,67.53
REC-36542426,2023-11-06,9607,86.0,71.5
REC-76749487,2020-12-14,2178,92.21,62.74
REC-31248859,2024-05-24,2439,95.22,77.05
REC-83729641,2023-05-31,8408,99.38,73.3
REC-40566650,2020-02-14,280,91.11,60.11
REC-75301591,2021-04-10,7882,96.14,98.5
REC-68096981,2020-12-06,1897,90.63,74.38
REC-31450764,2020-02-18,6205,98.74,94.35
REC-99360714,2021-08-16,6285,93.35,92.59
REC-57428438,2021-03-24,3177,93.2,96.82
REC-18979981,2019-12-22,7784,88.54,80.48
REC-73981624,2023-09-02,7955,90.47,65.5
REC-28988828,2021-11-18,6965,90.35,88.13
REC-79627150,2021-01-22,508,85.02,69.35
REC-39045233,2023-08-23,1219,98.29,70.31
REC-75834718,2023-05-19,929,96.57,95.86
REC-51340090,2020-08-27,2967,94.63,73.78
REC-55443506,2023-11-17,4906,87.45,88.86
REC-93011005,2020-01-06,2711,99.41,70.69
REC-92091154,2023-06-04,4934,95.91,88.74
REC-90411964,2022-09-13,9965,99.56,68.74
REC-81086637,2024-06-09,9525,87.07,77.42
REC-55781296,2023-10-18,9771,89.47,85.24
REC-27197789,2023-07-25,5739,93.48,84.45
REC-85876997,2023-11-11,8199,87.98,79.66
REC-18472493,2020-08-16,7610,94.82,63.56
REC-70005821,2020-12-04,1698,90.86,77.79
REC-65968870,2020-09-20,8243,85.21,98.5
REC-38112706,2022-08-23,9794,94.55,81.59
REC-41331564,2020-06-18,5188,90.7,87.01
REC-95076782,2021-05-26,1950,97.03,71.26
REC-47652279,2022-01-31,1623,98.14,75.78
REC-87473129,2021-03-16,7078,96.72,97.75
REC-36088942,2021-02-05,5907,88.69,62.27
