record_id,date,returns,customer_complaints,shipping_time_days,delivery_accuracy,transportation_costs
REC-52877063,2023-04-17,49,6,5.98,97.44,7624.33
REC-62012760,2020-06-16,17,32,2.75,94.84,6109.93
REC-12584460,2020-01-05,38,40,5.37,90.33,1631.22
REC-48874742,2024-01-13,96,32,2.75,90.89,2034.72
REC-13155879,2022-07-29,97,4,5.15,96.58,2574.44
REC-83823922,2023-08-12,53,24,2.0,99.72,943.52
REC-15386160,2021-07-29,15,29,2.85,95.38,6201.46
REC-89143988,2020-12-26,60,43,5.32,97.64,9476.2
REC-38029575,2023-11-18,97,9,6.23,99.17,4144.4
REC-88213929,2024-02-26,12,46,3.83,95.28,6422.89
REC-10959975,2024-02-18,72,31,1.2,95.99,9169.78
REC-20821631,2020-05-19,6,0,5.09,99.15,5222.41
REC-78336772,2022-02-21,26,34,1.16,92.31,2372.41
REC-63308797,2023-08-26,81,2,5.03,93.1,3503.41
REC-30435434,2023-05-22,12,30,2.57,93.92,6653.7
REC-10986492,2020-05-05,84,2,3.87,99.18,8550.72
REC-45654499,2023-09-24,98,48,3.05,98.72,5704.44
REC-78569102,2022-03-23,70,34,3.02,92.23,7931.43
REC-31456491,2020-12-06,20,15,3.97,96.99,3180.2
REC-91553176,2020-10-03,45,31,3.24,93.75,156.5
REC-54893916,2022-03-23,11,23,5.54,95.74,6909.11
REC-53896992,2021-10-13,5,45,6.08,92.1,9829.0
REC-62698234,2024-02-13,37,2,2.51,92.57,3718.22
REC-97303617,2023-04-22,9,38,3.75,99.15,4055.19
REC-70619406,2022-03-08,52,45,2.05,92.49,9873.75
REC-69799828,2024-07-03,72,7,3.93,91.12,3171.54
REC-64450900,2020-01-28,74,38,2.37,91.43,5559.24
REC-34807736,2024-05-09,21,21,2.68,94.81,1737.22
REC-15591522,2020-04-26,11,26,5.68,90.16,649.95
REC-24325007,2020-01-20,87,46,5.06,90.3,4735.98
REC-36862689,2024-01-14,89,14,4.22,91.73,4031.54
REC-38768553,2020-08-01,97,37,5.75,95.74,746.05
REC-58444321,2024-01-05,72,3,4.91,90.98,7886.29
REC-17297089,2023-04-14,43,39,4.51,95.5,1762.41
REC-86080861,2023-03-08,21,3,4.58,95.28,611.34
REC-39099216,2020-06-21,37,25,5.18,98.42,6450.84
REC-13196063,2023-08-15,8,16,6.31,99.29,629.01
REC-11658976,2024-07-03,49,17,5.42,91.09,6807.55
REC-34282556,2021-10-28,26,4,5.72,92.23,1009.56
REC-37696190,2022-09-10,67,29,5.77,90.19,9412.09
REC-62153213,2021-11-01,57,13,2.92,91.04,3445.31
REC-71456194,2024-08-25,64,37,5.16,96.55,1591.51
REC-90773970,2020-05-13,31,19,4.33,95.11,2828.89
REC-75992475,2023-12-14,91,10,3.0,93.86,695.23
REC-85273310,2019-10-22,42,15,3.15,98.9,8700.61
REC-99526487,2020-08-20,70,19,4.98,91.81,2951.67
REC-20425244,2023-08-10,43,17,4.47,93.58,5937.58
REC-10036337,2021-03-12,94,19,4.74,98.76,5655.61
REC-93117917,2021-03-21,61,5,3.86,99.94,9862.93
REC-11504836,2023-01-04,8,27,5.55,98.79,6984.43
REC-10001272,2020-01-20,82,9,3.08,92.83,8025.78
REC-69735024,2020-05-17,94,3,2.24,98.12,1418.4
REC-86250555,2023-03-18,18,22,4.53,97.02,2283.79
REC-23050348,2022-03-14,17,24,1.27,92.79,5233.38
REC-59398803,2022-05-04,79,6,3.52,91.48,1852.87
REC-96674066,2024-08-30,7,3,1.73,99.71,143.23
REC-66796333,2023-07-16,66,19,2.98,95.02,4291.42
REC-20213902,2023-06-30,94,33,5.61,99.71,4686.4
REC-66034160,2021-12-03,0,48,6.47,98.53,7520.39
REC-49925737,2022-07-28,69,13,4.76,90.05,8666.42
REC-26116397,2021-04-05,93,3,6.52,94.51,146.9
REC-29037185,2021-06-18,57,25,6.54,91.92,7780.48
REC-71327790,2021-03-30,87,34,5.09,95.27,9187.12
REC-26149750,2020-05-02,73,49,6.96,94.49,1801.13
REC-73955393,2021-11-15,92,44,6.58,98.92,2549.13
REC-11925224,2020-07-28,41,4,6.86,90.6,4595.02
REC-21555511,2023-05-11,82,38,3.08,92.84,1257.57
REC-71101892,2024-03-19,9,40,4.92,97.26,4270.38
REC-46247757,2019-10-27,35,34,5.05,93.89,7003.41
REC-85595538,2019-09-20,67,20,6.64,95.18,6579.6
REC-18493813,2023-01-11,4,7,2.85,94.21,2420.72
REC-38920642,2020-08-29,27,12,4.69,94.9,6825.56
REC-63356772,2019-10-13,70,0,4.72,90.01,3431.63
REC-14012857,2021-02-16,80,17,2.96,96.76,8533.38
REC-76763043,2023-09-23,67,4,6.9,95.25,1580.35
REC-72505408,2023-08-01,65,10,2.88,97.28,7004.14
REC-33491174,2023-02-11,14,0,6.78,94.24,9523.34
REC-87411508,2023-10-23,70,0,4.04,90.51,5029.15
REC-98128706,2022-03-30,42,17,3.1,92.82,8291.53
REC-47691414,2022-09-26,39,18,1.41,97.08,2299.03
REC-74313267,2023-01-11,92,31,3.78,90.55,2038.32
REC-45874310,2022-03-30,96,2,1.92,93.37,8723.96
REC-46502180,2020-05-31,91,48,3.57,95.54,2016.0
REC-41516805,2020-09-24,67,22,3.38,94.28,1946.73
REC-10261534,2020-10-25,94,27,4.83,90.04,9992.61
REC-85593030,2019-10-15,26,19,3.41,94.52,6407.8
REC-85020246,2021-04-16,80,35,3.56,91.25,372.72
REC-41074206,2020-08-14,89,25,1.11,92.57,3243.21
REC-48455675,2019-10-21,0,44,1.67,95.45,4694.1
REC-21866994,2021-04-08,71,48,4.81,92.65,8309.93
REC-71237842,2019-11-24,45,0,3.61,98.41,3213.75
REC-83093732,2021-06-13,10,32,6.53,91.91,9860.79
REC-60099110,2023-10-05,77,7,1.25,94.45,990.41
REC-83957197,2020-11-25,14,13,1.37,94.49,3836.6
REC-29554945,2021-09-22,20,21,6.28,91.25,8505.41
REC-95807297,2023-05-17,24,34,4.39,96.75,1034.67
REC-64626836,2024-04-01,92,18,2.99,97.75,5533.64
REC-87874708,2021-04-17,90,49,1.21,98.41,4768.74
REC-59943747,2020-05-26,68,1,1.55,98.32,2898.57
REC-56632220,2022-03-24,99,29,6.02,90.14,5522.17
REC-29814990,2023-08-11,96,30,2.45,90.76,3141.04
REC-82782058,2020-12-05,90,35,1.84,95.97,9647.72
REC-58362519,2023-09-13,98,2,1.07,93.24,1105.23
REC-21602526,2023-04-04,56,16,6.09,92.23,8322.66
REC-28473928,2019-11-08,58,42,3.85,96.34,4766.68
REC-58139696,2020-08-28,63,37,5.17,98.18,4976.48
REC-70501156,2021-01-30,82,35,2.91,95.1,7641.78
REC-32048771,2020-12-18,64,41,1.55,91.49,2084.14
REC-56097583,2023-06-16,14,1,2.17,94.6,324.82
REC-93894510,2023-10-17,24,6,5.25,92.33,9464.59
REC-90368575,2023-09-05,22,17,3.64,96.98,8961.97
REC-82505898,2019-11-01,8,8,6.76,98.31,1435.01
REC-86999716,2023-06-29,26,31,3.97,97.73,2470.73
REC-37623724,2024-08-24,75,45,5.3,94.17,8176.72
REC-20971412,2021-09-24,0,3,3.18,99.38,9341.36
REC-25016273,2021-05-19,9,34,6.58,99.88,6958.64
REC-83014006,2022-03-06,21,16,3.12,91.39,6626.75
REC-79735350,2024-07-06,40,36,2.06,99.31,3249.41
REC-87237550,2023-01-01,88,5,2.89,94.62,1790.76
REC-44187558,2020-02-07,4,24,4.76,90.9,3380.36
REC-40438208,2022-07-05,66,48,4.76,92.89,2343.33
REC-75656627,2019-09-26,1,32,6.3,90.54,7639.63
REC-53686165,2020-07-16,22,3,4.66,93.6,9388.06
REC-83611807,2023-05-05,49,11,2.83,95.22,395.18
REC-80212115,2023-03-16,93,19,5.93,92.31,2303.77
REC-39403268,2023-11-20,39,5,2.7,90.11,4145.74
REC-64760624,2024-08-03,61,38,6.5,97.88,9002.24
REC-40308351,2024-05-20,98,34,2.15,98.42,1914.63
REC-30897858,2022-02-21,89,47,2.86,98.48,5815.19
REC-10080009,2019-12-26,1,26,3.23,92.76,967.99
REC-24468787,2023-10-25,72,27,6.81,96.43,6540.87
REC-29375073,2023-01-25,21,0,3.47,97.95,421.91
REC-51145240,2023-10-21,16,21,1.27,97.6,5581.62
REC-64508486,2024-01-13,5,34,5.01,93.26,849.45
REC-38084257,2023-10-26,8,19,4.57,93.15,9224.09
REC-95664279,2021-08-22,88,29,1.19,97.76,1855.55
REC-35636468,2020-03-08,37,31,4.95,97.7,1831.22
REC-12177011,2024-02-29,53,30,1.08,90.16,2207.18
REC-49699466,2019-10-31,61,3,4.04,96.02,5172.5
REC-37794800,2023-04-05,74,15,1.73,98.62,5226.42
REC-19574576,2024-07-27,67,11,3.1,94.11,1298.0
REC-44015322,2022-05-10,18,1,5.69,96.41,3067.72
REC-25965592,2024-05-16,13,24,5.03,92.2,9464.63
REC-57984755,2020-03-17,28,27,2.53,95.69,3113.89
REC-11418473,2021-12-12,72,37,6.28,90.43,2599.39
REC-56059442,2023-03-21,79,25,6.62,91.48,5863.7
REC-60320365,2023-09-11,57,33,1.79,93.17,3368.42
REC-50773548,2020-08-30,98,36,4.06,92.6,798.88
REC-93115371,2023-11-17,4,9,2.42,96.14,1920.03
REC-95257731,2022-08-14,36,47,5.17,99.22,3109.41
REC-75945661,2023-06-25,50,36,1.28,90.89,5640.07
REC-77108172,2023-05-19,54,45,4.38,96.99,1719.69
REC-57177123,2019-11-05,92,22,3.83,99.46,6505.87
REC-44330502,2021-01-15,29,43,6.61,99.04,9411.36
REC-61506760,2022-02-12,67,16,1.29,91.27,6530.07
REC-23154252,2021-04-21,73,26,1.39,90.84,1489.68
REC-88802545,2023-08-29,38,18,1.43,96.19,7396.49
REC-75808087,2022-08-05,60,5,5.23,93.07,7723.73
REC-60998347,2023-05-25,91,10,1.87,95.51,4918.98
REC-75424216,2021-08-23,8,30,1.11,96.64,8796.86
REC-73736212,2023-12-27,41,17,1.55,93.08,5788.25
REC-82978870,2021-07-15,38,35,5.07,94.22,4474.94
REC-21135331,2024-08-31,44,0,6.93,95.95,3426.93
REC-94731492,2022-07-21,4,23,4.05,97.58,2631.12
REC-71026948,2023-08-27,10,13,4.52,96.66,2296.79
REC-55282739,2020-10-13,17,15,3.01,93.22,928.84
REC-91014992,2022-03-01,57,7,2.76,92.66,5486.94
REC-14609325,2022-12-27,38,17,5.97,90.54,7387.11
REC-51582474,2023-03-20,44,39,3.29,91.94,8819.17
REC-39065567,2022-09-25,56,12,3.07,97.11,3427.08
REC-22744478,2023-09-08,20,22,5.26,90.23,4928.51
REC-27231429,2021-01-17,11,6,3.61,96.53,213.08
REC-77953702,2021-06-06,9,29,3.68,92.2,3028.67
REC-19274392,2022-01-26,84,38,2.11,95.01,2097.31
REC-34324718,2020-05-26,49,4,2.69,90.48,8227.02
REC-46875132,2023-10-11,7,37,4.41,97.56,5281.9
REC-81895460,2020-10-07,37,4,3.54,93.45,9086.54
REC-43984506,2021-02-21,1,44,2.88,93.13,8032.94
REC-79355175,2021-05-13,92,8,2.06,96.17,8110.06
REC-33342969,2020-12-30,94,4,5.39,91.13,3143.33
REC-49378068,2023-11-09,96,7,3.67,99.26,6428.87
REC-15344079,2020-07-11,38,45,2.75,95.7,6686.43
REC-90681007,2023-03-17,21,2,3.9,91.09,1954.85
REC-67274946,2023-11-13,52,10,6.17,96.3,5600.3
REC-30776392,2022-04-02,89,13,2.89,99.92,9174.73
REC-36725847,2021-08-31,41,23,6.11,97.99,5772.16
REC-75263028,2021-06-13,82,18,1.06,98.68,5226.93
REC-10764034,2024-05-28,88,12,5.24,93.24,3253.9
REC-97761151,2020-01-26,91,12,1.84,95.66,9511.45
REC-60562450,2019-10-28,66,4,5.31,92.43,1686.92
REC-50570882,2022-09-20,30,32,6.64,99.41,7002.54
REC-39987280,2021-11-20,5,32,5.91,91.03,9934.84
REC-88325414,2022-09-15,36,44,2.02,94.33,8429.31
REC-40699959,2021-01-06,57,18,2.34,93.38,5747.05
REC-25581274,2021-02-25,98,7,1.52,96.56,8330.6
REC-32069861,2023-12-14,10,47,5.43,96.01,1910.37
REC-27716606,2019-12-10,87,25,3.48,93.87,9188.97
REC-68800423,2020-03-17,81,26,3.18,90.31,9556.16
REC-59214371,2022-07-17,82,16,1.57,99.29,2031.75
REC-12756510,2023-05-01,74,34,1.42,98.97,2928.65
REC-59430818,2020-08-21,51,43,4.07,96.48,5145.43
REC-24271117,2021-08-06,59,10,1.86,93.77,1019.26
REC-73573301,2020-09-10,83,41,2.28,92.06,4942.11
REC-47433620,2024-06-13,25,7,3.58,93.3,542.23
REC-84797064,2021-07-29,2,3,5.94,94.29,4414.73
REC-18984340,2023-10-22,68,47,5.08,96.81,9051.34
REC-21709551,2021-11-11,94,21,4.54,98.33,6477.79
REC-99214834,2022-07-25,15,2,4.09,98.1,1222.27
REC-73703158,2022-09-09,62,7,2.09,99.55,2959.23
REC-78063630,2020-01-25,31,4,1.07,96.77,7089.14
REC-28458598,2024-05-28,63,33,3.84,90.38,6779.08
REC-13235892,2021-12-11,52,28,4.01,95.42,5828.58
REC-21593395,2020-12-14,19,28,4.97,99.51,6372.05
REC-99206598,2024-01-20,88,39,4.32,99.88,7084.25
REC-69874812,2020-07-21,82,34,6.4,90.66,8646.54
REC-60105741,2020-02-05,37,40,4.51,96.25,6674.86
REC-74139933,2023-05-24,32,45,1.91,95.35,3094.37
REC-98082088,2023-07-23,2,17,4.27,92.54,2146.94
REC-88130892,2020-08-11,49,33,5.66,91.61,715.13
REC-25549100,2020-07-26,12,29,6.42,95.83,8048.09
REC-41171838,2020-07-14,13,49,2.2,90.9,4029.4
REC-29781979,2024-06-14,70,2,4.87,95.43,2360.24
REC-27879790,2020-01-10,25,38,3.32,99.54,5488.77
REC-11502382,2023-12-26,21,14,4.18,99.26,4190.13
REC-18052256,2020-07-25,35,49,4.73,94.86,7276.53
REC-11632815,2021-02-01,79,10,4.55,96.48,7253.8
REC-80405670,2020-09-02,70,47,1.36,90.86,9369.83
REC-88594257,2021-06-01,33,36,5.33,93.87,7489.16
REC-11188832,2022-09-29,38,41,1.04,96.17,7613.47
REC-28396122,2021-01-01,38,19,3.59,97.86,8052.66
REC-42705658,2022-02-25,55,44,6.57,90.11,8631.53
REC-38663679,2023-06-04,38,12,5.99,91.63,5039.97
REC-99125450,2023-12-21,39,48,2.19,91.0,5133.84
REC-74193042,2023-11-28,17,33,3.03,95.35,452.04
REC-38739034,2020-07-06,68,37,4.36,96.16,5382.09
REC-33141548,2020-12-24,90,2,3.07,93.03,4478.47
REC-84226771,2022-10-06,11,33,2.58,91.72,7680.87
REC-19518525,2022-07-07,36,47,1.8,93.24,1969.76
REC-99534277,2020-11-03,53,26,4.75,93.74,3291.51
REC-78433310,2020-09-18,6,14,3.8,98.18,2476.59
REC-19126002,2021-05-21,36,22,6.56,90.27,9112.49
REC-78905312,2023-05-28,80,12,6.66,96.19,1614.01
REC-85988361,2023-03-16,96,8,5.98,94.95,4297.54
REC-43160881,2019-09-22,57,39,2.04,94.85,2297.06
REC-93969764,2021-10-03,92,13,1.56,96.59,8032.26
REC-40244897,2023-09-12,71,38,2.97,95.01,6746.98
REC-64544939,2022-07-28,27,28,4.86,90.85,8639.58
REC-67964749,2022-02-08,71,31,5.49,94.75,7262.69
REC-53015114,2023-12-19,10,28,3.6,90.39,728.79
REC-13713165,2021-02-15,52,26,6.6,90.83,1554.28
REC-60154780,2020-05-23,52,15,2.12,95.13,5666.38
REC-70374937,2021-12-06,65,0,4.33,94.1,3243.64
REC-27089453,2022-11-02,73,0,1.87,98.21,5250.57
REC-92529913,2023-03-14,84,11,5.34,94.8,2358.21
REC-64563778,2022-09-26,42,9,5.04,99.01,5280.12
REC-42392187,2021-10-03,65,5,4.42,98.76,8360.73
REC-48604733,2020-12-16,6,25,4.38,98.83,390.42
REC-20073766,2024-03-04,50,46,3.5,95.22,7810.21
REC-90506717,2023-04-04,19,11,2.71,92.29,550.74
REC-66011264,2021-08-10,83,16,6.55,90.65,4257.2
REC-85388309,2020-11-03,71,33,1.26,91.91,7238.53
REC-29537240,2023-04-26,26,40,4.68,97.07,6347.62
REC-59596286,2023-03-09,84,2,1.46,98.05,3091.44
REC-62783449,2023-02-24,11,47,3.85,91.34,8172.98
REC-72345086,2023-07-28,63,44,5.18,97.46,3340.62
REC-50734662,2024-01-22,25,23,3.09,93.67,811.98
REC-91241436,2022-09-29,21,43,2.61,93.52,7124.62
REC-51358100,2019-12-03,37,33,4.19,90.42,919.99
REC-78644309,2023-06-08,1,23,6.96,95.7,8998.0
REC-61820639,2020-11-27,74,44,4.53,93.2,4869.83
REC-72992151,2019-10-02,14,2,5.97,90.97,9574.26
REC-22212161,2024-01-26,42,23,5.21,93.67,4120.82
REC-55957495,2020-04-05,33,45,2.2,95.6,1460.96
REC-79390240,2020-05-22,19,12,3.76,92.0,8449.34
REC-43768232,2022-07-19,31,29,1.26,97.26,3695.49
REC-46406719,2022-05-07,13,40,6.55,98.23,6346.07
REC-89783556,2023-01-31,13,40,4.44,97.47,654.48
REC-40580466,2021-01-24,94,47,3.03,91.23,619.02
REC-53508602,2023-05-12,69,26,1.15,94.49,3310.54
REC-85969237,2020-03-10,20,40,6.45,95.34,5661.43
REC-56776651,2023-01-05,90,46,3.65,93.23,1091.43
REC-35749206,2019-12-26,42,16,4.11,96.95,6164.61
REC-79480727,2020-12-13,17,4,3.02,98.32,9740.06
REC-47382608,2024-07-22,69,46,6.18,96.72,6445.07
REC-90230057,2020-02-28,33,42,4.51,90.03,8769.42
REC-99883548,2024-02-02,31,44,4.15,95.53,6335.97
REC-92282678,2022-03-08,93,30,4.41,95.93,7507.82
REC-49596283,2023-03-27,35,36,1.77,98.74,3964.33
REC-58517955,2023-02-01,95,11,1.7,99.99,8100.0
REC-84209410,2024-05-18,69,15,6.88,91.15,806.49
REC-37442758,2022-04-04,98,16,6.57,98.67,9809.37
REC-88081032,2022-05-03,59,25,6.92,95.46,1662.37
REC-33275449,2022-08-06,33,41,6.76,90.51,961.23
REC-49119248,2019-09-26,6,5,6.56,92.53,693.36
REC-37613126,2022-01-18,85,12,4.12,93.21,4576.19
REC-34572290,2024-02-27,84,27,5.38,93.15,8667.4
REC-60331463,2020-12-01,57,12,1.84,91.54,9878.47
REC-62563720,2023-02-07,30,37,4.75,90.58,4937.71
REC-46338173,2023-06-19,14,18,3.57,92.18,6096.96
REC-82129763,2021-05-31,32,27,6.04,92.56,1278.18
REC-29641411,2024-04-19,63,28,6.74,90.01,9358.93
REC-91333763,2023-06-06,39,3,5.37,94.59,6732.47
REC-43894767,2022-08-09,44,26,5.68,91.28,5742.74
REC-60541298,2023-02-09,70,24,2.12,93.61,9401.7
REC-10438499,2021-05-06,59,36,4.34,97.41,3896.02
REC-35357498,2022-03-26,0,8,3.65,97.77,3227.25
REC-76445238,2020-05-20,90,43,1.91,92.15,2790.92
REC-83906211,2019-12-25,23,43,5.04,92.52,8389.52
REC-78601151,2024-03-28,8,9,1.96,90.19,3716.92
REC-36734831,2022-07-07,67,44,5.89,95.33,3280.46
REC-16844169,2022-12-26,97,4,3.58,99.58,1048.96
REC-94303862,2020-09-27,38,47,2.28,93.04,4648.83
REC-89896025,2024-02-05,59,8,3.49,94.9,9301.64
REC-73937051,2024-04-08,23,30,4.78,92.25,4309.91
REC-61926784,2022-01-31,96,10,2.26,92.15,8457.29
REC-26031606,2021-06-27,73,46,6.79,93.21,5670.37
REC-34307465,2020-06-16,1,34,6.16,91.28,3613.23
REC-58497553,2024-01-08,89,43,3.49,98.74,7373.69
REC-15507572,2024-05-12,50,22,2.39,98.35,6635.42
REC-47226095,2022-04-29,0,13,6.32,96.85,8215.09
REC-83617175,2024-02-07,47,39,3.0,90.15,4449.26
REC-46025956,2022-07-26,22,46,5.59,96.24,8093.71
REC-22870221,2021-01-11,38,30,3.33,91.28,8892.79
REC-37500238,2019-11-13,58,0,1.32,90.76,4570.1
REC-98623556,2019-11-27,23,0,2.13,97.94,8360.97
REC-11322863,2024-04-05,9,18,5.23,93.56,6066.6
REC-55312695,2021-11-13,97,1,6.53,97.43,4253.73
REC-48143081,2021-09-20,83,12,1.44,91.51,5028.87
REC-42303559,2022-04-03,61,42,3.37,95.51,7362.33
REC-39586634,2023-04-07,63,48,6.88,92.69,8933.47
REC-84170836,2023-12-19,56,39,3.23,94.95,3690.1
REC-41724015,2020-08-10,55,25,5.59,96.5,8088.01
REC-13080842,2020-03-06,40,10,6.97,97.41,6567.58
REC-39510761,2022-11-03,49,22,2.75,96.08,4817.26
REC-61441896,2021-11-17,28,32,6.04,99.0,1689.35
REC-82707256,2023-12-26,17,27,3.72,92.15,2903.62
REC-31527957,2022-09-07,8,13,2.87,97.4,8519.12
REC-86670571,2020-09-20,35,12,2.65,95.46,1764.0
REC-75264320,2020-01-28,20,36,2.63,95.74,5952.6
REC-22842443,2020-09-23,25,40,4.19,96.35,5110.95
REC-64546380,2023-06-27,24,21,5.0,90.37,3589.53
REC-42483979,2022-03-15,73,6,1.42,97.65,3019.46
REC-91820094,2024-07-15,52,45,2.55,99.41,2414.29
REC-33292561,2019-09-18,50,19,6.13,92.67,1835.43
REC-47509920,2023-07-10,1,11,2.27,95.73,4417.19
REC-10425250,2022-07-21,6,39,3.92,97.36,8914.93
REC-51405395,2021-09-04,36,34,2.46,90.82,9335.43
REC-87797637,2024-08-12,69,15,4.87,91.52,3498.77
REC-69883280,2024-06-24,90,40,5.16,92.63,3690.31
REC-41162770,2024-03-15,67,32,1.32,96.97,1061.39
REC-21005469,2021-08-28,52,16,3.22,96.7,7359.36
REC-69610531,2022-08-25,39,17,2.49,94.23,1205.6
REC-30184404,2022-03-19,93,46,1.55,97.98,2030.7
REC-92551005,2022-02-02,79,42,4.93,95.47,8448.25
REC-13090576,2024-07-16,82,27,5.89,95.22,9231.22
REC-46470084,2020-11-09,39,38,5.75,94.38,7429.85
REC-75970674,2022-11-18,19,27,4.2,96.77,1914.09
REC-80321416,2024-02-02,45,49,4.22,91.58,5414.97
REC-53228848,2021-10-10,78,39,4.49,90.68,9903.03
REC-76978961,2020-07-24,13,43,1.06,97.82,4949.52
REC-92629511,2022-06-16,35,20,1.95,95.86,1984.57
REC-69349666,2024-01-23,78,12,4.68,94.22,4012.4
REC-60057985,2024-08-15,69,15,6.0,92.32,419.25
REC-20382674,2021-04-22,22,23,5.56,90.79,4129.08
REC-32599802,2022-09-28,21,12,2.15,91.71,9844.78
REC-37800640,2023-07-14,76,19,3.03,92.16,1848.44
REC-52172791,2020-07-02,60,13,3.77,90.11,8099.8
REC-64371908,2020-11-30,44,8,1.95,91.94,7207.23
REC-43388761,2023-04-16,62,19,5.35,97.44,5704.53
REC-40990266,2023-03-05,10,11,2.0,93.56,6566.07
REC-90589106,2020-05-13,50,32,3.77,93.09,4222.37
REC-13258266,2020-06-14,21,12,5.0,92.55,4676.63
REC-96634490,2020-03-13,68,40,3.74,92.66,7967.81
REC-70699404,2023-04-14,78,3,1.47,93.06,7230.46
REC-62193231,2020-10-10,30,34,3.56,93.17,5742.8
REC-58254034,2023-09-20,16,16,1.6,95.6,6055.49
REC-12750674,2021-06-30,54,41,4.81,98.2,2582.28
REC-68558100,2023-06-19,8,40,5.92,97.37,731.52
REC-66926814,2020-05-01,63,14,5.0,98.63,4864.87
REC-68701780,2022-10-23,29,39,4.29,97.63,9831.46
REC-56738646,2024-02-23,36,40,4.49,94.53,7928.39
REC-46120895,2023-02-04,4,25,3.5,93.06,556.22
REC-44877696,2024-06-03,52,44,3.71,92.68,9630.18
REC-31219581,2024-01-31,28,1,2.65,91.02,5785.68
REC-39412039,2023-01-10,66,36,3.33,94.58,5298.8
REC-90410541,2021-11-29,7,41,6.35,93.56,8326.12
REC-36268050,2024-08-21,47,2,1.44,93.6,5342.62
REC-61196558,2023-11-29,50,4,5.21,93.01,2550.72
REC-16439568,2023-04-09,43,1,3.48,91.06,3881.13
REC-22075904,2023-05-31,67,15,6.83,94.95,7961.18
REC-22398601,2023-10-31,67,43,3.17,97.46,5864.68
REC-43606927,2023-03-20,80,32,4.51,95.08,9686.68
REC-80498380,2021-01-19,39,45,6.72,99.54,7430.5
REC-70814164,2020-11-23,83,24,5.71,92.15,3509.69
REC-49346304,2023-12-21,29,24,3.86,94.42,8063.24
REC-68504671,2020-09-30,11,35,5.46,99.68,5672.53
REC-34967191,2023-10-17,73,17,2.36,94.59,8273.22
REC-64957378,2023-07-25,60,43,3.06,90.32,2179.76
REC-32364538,2020-10-07,87,34,5.58,98.19,4491.37
REC-18962912,2024-01-13,49,18,3.43,98.9,4412.74
REC-22384401,2024-03-02,76,40,4.18,94.38,4861.5
REC-86854285,2020-09-02,4,3,3.88,97.89,3847.89
REC-48687319,2021-06-23,83,25,6.5,91.09,2683.14
REC-73115666,2023-07-17,79,43,3.9,95.07,2118.15
REC-32538675,2023-09-11,76,6,2.28,97.45,1486.03
REC-12306103,2019-12-12,87,19,6.9,95.46,7978.39
REC-90884211,2021-01-01,63,24,1.82,96.9,1139.73
REC-19043872,2024-06-03,28,3,6.66,97.89,5218.56
REC-46110491,2022-10-23,81,14,2.55,94.53,8686.06
REC-81666002,2020-09-04,80,39,1.71,94.29,2919.88
REC-72080682,2023-02-22,54,32,2.43,95.14,7254.56
REC-34014770,2020-08-09,71,24,6.02,90.52,4669.68
REC-81626275,2020-09-11,43,9,3.93,98.31,2162.99
REC-42970120,2022-10-24,8,3,3.13,92.26,7081.55
REC-53684898,2024-07-13,55,28,2.99,90.01,8706.63
REC-46552513,2022-02-17,12,6,3.61,95.51,9897.04
REC-12780717,2020-01-05,2,33,4.0,92.87,1339.31
REC-77714151,2024-02-12,62,7,6.77,90.92,654.32
REC-62855703,2020-12-21,87,36,4.28,91.59,8579.09
REC-32414530,2020-09-01,90,49,5.99,93.39,8650.36
REC-72957092,2022-10-30,24,29,2.1,94.42,4768.94
REC-27755795,2022-04-06,54,4,2.39,94.4,4281.27
REC-91734449,2022-11-08,78,38,7.0,90.01,2956.44
REC-87022789,2022-04-01,0,32,1.97,90.76,5652.57
REC-72062977,2022-03-03,59,49,1.17,91.64,7016.89
REC-71061571,2023-10-20,46,13,3.44,90.59,1988.98
REC-24747331,2019-11-27,71,9,5.81,91.84,9169.82
REC-31754935,2020-11-18,35,28,1.24,95.67,8803.16
REC-19002523,2020-11-16,93,8,2.12,96.82,730.35
REC-28240760,2023-04-04,57,31,4.88,94.02,3809.84
REC-48547666,2020-01-31,66,3,2.18,95.27,5597.37
REC-80986823,2022-04-07,98,43,5.9,94.3,5028.72
REC-63018273,2022-01-29,11,49,4.75,98.81,3248.81
REC-64210333,2021-07-02,73,24,4.63,93.89,471.81
REC-72628704,2021-03-23,58,47,4.7,95.64,4114.9
REC-57504416,2023-10-29,73,47,4.11,93.47,4694.42
REC-43746338,2019-09-08,18,42,3.96,91.17,6714.05
REC-64717654,2020-09-16,67,24,5.58,93.75,3989.59
REC-77531991,2024-04-29,31,7,2.78,93.4,1359.83
REC-26943624,2022-08-20,16,20,2.39,93.34,5694.88
REC-37768710,2020-03-29,56,16,3.12,93.97,4929.23
REC-90503553,2020-01-18,81,13,2.14,97.52,2943.79
REC-50056231,2023-03-22,47,37,2.15,95.74,7587.14
REC-91120624,2023-10-05,33,35,6.29,99.29,3396.03
REC-61347982,2024-07-17,38,38,1.81,95.47,2443.34
REC-50200620,2022-04-21,47,47,1.42,91.96,9330.15
REC-13204562,2024-06-24,31,19,3.94,96.54,4711.78
REC-75393775,2023-07-08,59,14,4.78,95.37,9837.83
REC-12153059,2022-07-17,19,39,3.31,99.08,4302.76
REC-68456858,2022-11-17,32,25,3.01,92.74,1959.3
REC-70389982,2023-09-17,1,15,5.16,90.15,9043.61
