record_id,date,employee_id,employee_productivity,labor_costs,hours_worked
REC-55656032,2021-03-04,EMP-9729,102.85,106991.9,53.54
REC-57486185,2024-05-27,EMP-7500,80.67,90129.42,48.92
REC-27855290,2022-03-31,EMP-7311,85.83,87733.11,34.35
REC-23908449,2021-01-23,EMP-5815,83.2,26547.18,59.0
REC-92331842,2023-11-06,EMP-2346,114.62,77838.56,29.13
REC-53464571,2023-05-02,EMP-4683,78.12,30383.15,56.08
REC-69396183,2020-10-23,EMP-1668,97.04,53453.4,27.85
REC-43004621,2022-04-29,EMP-9978,118.67,90883.98,34.97
REC-30805333,2022-12-23,EMP-5485,114.11,98894.67,24.8
REC-13537870,2023-10-25,EMP-9101,84.7,114621.19,53.45
REC-40127665,2020-08-06,EMP-4587,111.81,24036.17,25.94
REC-42930552,2024-07-04,EMP-4700,78.68,107520.03,45.65
REC-69103568,2023-11-04,EMP-4538,105.18,92513.58,25.54
REC-29512130,2024-05-18,EMP-1203,92.69,50409.77,52.65
REC-49834900,2024-04-03,EMP-4992,109.39,103291.72,27.24
REC-12788232,2024-07-14,EMP-8917,97.33,76023.06,20.97
REC-68914857,2023-08-31,EMP-7791,103.59,88279.96,25.89
REC-84668321,2023-09-19,EMP-4149,96.69,87441.91,45.51
REC-65341132,2024-06-13,EMP-4048,69.03,86841.86,29.19
REC-79601473,2020-12-30,EMP-7547,112.29,111392.45,43.23
REC-94188755,2023-12-24,EMP-7342,65.3,94214.81,55.7
REC-45096899,2020-02-22,EMP-6963,95.71,83562.6,42.58
REC-45374067,2022-12-30,EMP-8066,98.21,95868.46,45.85
REC-59691228,2021-11-28,EMP-6972,80.38,107940.92,38.84
REC-41501680,2023-11-16,EMP-6245,94.96,57512.46,21.92
REC-82527114,2022-11-18,EMP-6850,101.38,69473.84,53.41
REC-20340193,2022-09-01,EMP-3203,62.83,80187.25,55.42
REC-53172816,2022-02-01,EMP-5045,101.38,77261.42,57.75
REC-82246104,2022-05-24,EMP-3109,61.66,70692.65,20.63
REC-22968305,2020-03-10,EMP-9314,60.02,85281.16,55.24
REC-73852434,2019-11-28,EMP-9771,73.86,82709.77,24.41
REC-52075215,2020-01-20,EMP-2717,68.62,66214.64,45.11
REC-91079800,2020-10-04,EMP-4732,109.9,115697.57,41.72
REC-56753777,2022-10-14,EMP-4669,112.38,104433.68,50.0
REC-72449688,2022-08-20,EMP-5409,73.18,22749.07,31.6
REC-87075758,2024-08-20,EMP-1871,99.78,31761.76,52.07
REC-71772215,2019-11-24,EMP-8174,73.24,27994.44,50.1
REC-76724054,2022-07-28,EMP-8146,92.8,84377.21,20.35
REC-18678217,2022-11-27,EMP-3807,109.85,84647.44,50.99
REC-12968249,2020-06-30,EMP-8347,118.09,90788.57,57.72
REC-85027178,2023-04-24,EMP-1942,63.24,21585.16,50.67
REC-56654498,2022-08-09,EMP-8809,72.59,92628.21,47.5
REC-29848134,2022-09-16,EMP-2044,92.72,41301.91,55.69
REC-57568410,2023-03-04,EMP-2071,81.07,84182.12,30.29
REC-47056223,2022-08-28,EMP-5128,75.55,92608.73,33.11
REC-13701318,2020-02-24,EMP-9041,111.9,31849.03,50.8
REC-67825027,2021-09-29,EMP-3184,90.64,25337.84,29.52
REC-63183240,2021-10-10,EMP-4525,62.47,56183.39,31.66
REC-98825403,2021-08-30,EMP-8407,105.31,20591.08,47.07
REC-51584044,2022-04-28,EMP-9821,77.72,26405.48,39.42
REC-50890916,2020-05-22,EMP-6415,115.85,68557.93,23.28
REC-41214258,2020-03-23,EMP-9322,91.84,42427.35,25.98
REC-64645674,2022-04-06,EMP-3363,94.17,92162.91,30.69
REC-82425578,2020-08-22,EMP-6152,89.16,45926.38,23.54
REC-10909370,2022-07-16,EMP-1867,111.81,70664.23,56.96
REC-58096857,2021-02-10,EMP-2960,86.0,101021.57,32.74
REC-19531256,2019-11-02,EMP-2042,98.69,30440.82,35.85
REC-81104791,2024-03-31,EMP-7778,92.32,49818.59,44.72
REC-31636866,2022-06-11,EMP-4188,118.34,40417.35,37.78
REC-43393307,2019-12-27,EMP-3938,92.99,90244.02,59.38
REC-34325365,2023-08-03,EMP-1483,109.95,113425.66,43.61
REC-97161933,2023-04-06,EMP-9109,90.97,68368.82,35.48
REC-26039031,2024-07-01,EMP-6436,95.09,66017.2,20.6
REC-21959568,2024-01-18,EMP-2542,92.1,52062.96,45.82
REC-64164273,2023-04-02,EMP-7347,115.34,64944.13,55.29
REC-64703681,2021-12-08,EMP-7247,71.24,42242.69,46.57
REC-73673905,2019-11-04,EMP-3269,61.14,89900.86,51.91
REC-56076320,2023-08-31,EMP-3998,66.54,104879.41,59.11
REC-22866554,2024-09-01,EMP-6098,89.53,86641.7,55.99
REC-57668359,2019-11-10,EMP-3906,82.88,47984.25,26.03
REC-67762060,2022-05-12,EMP-5128,94.0,111282.84,54.89
REC-77066159,2022-11-18,EMP-2486,104.12,107097.73,46.85
REC-34772080,2024-07-09,EMP-5268,74.44,97541.64,50.29
REC-63878721,2022-12-27,EMP-4286,110.8,27449.7,39.49
REC-40419133,2022-05-30,EMP-6754,76.3,71340.59,49.77
REC-96869105,2024-07-15,EMP-2336,89.0,97924.68,21.84
REC-55596469,2020-07-01,EMP-8401,100.51,51235.02,32.84
REC-22620209,2023-10-28,EMP-9583,87.21,76668.14,49.57
REC-44597012,2020-07-08,EMP-1334,110.77,107740.49,57.48
REC-91357341,2021-06-02,EMP-1997,87.72,32548.84,44.53
REC-84776506,2022-07-11,EMP-1969,112.81,22993.87,23.38
REC-60082940,2023-11-23,EMP-2564,107.08,93217.09,34.73
REC-32617447,2023-12-12,EMP-1028,72.44,45931.42,35.3
REC-81017414,2022-07-22,EMP-1206,79.53,35980.69,58.97
REC-10625592,2021-01-31,EMP-6355,116.98,66594.53,55.93
REC-61640743,2022-03-20,EMP-6017,93.06,35690.79,41.87
REC-13711597,2022-10-04,EMP-7141,119.94,65135.91,51.41
REC-19313264,2023-05-18,EMP-3824,62.43,40515.95,58.44
REC-35297638,2021-05-20,EMP-9162,77.75,104974.09,50.06
REC-34398998,2023-11-23,EMP-9768,87.03,34851.81,54.85
REC-39309642,2020-04-23,EMP-6656,71.9,101931.08,38.22
REC-23014526,2024-03-23,EMP-3534,77.57,69636.69,20.19
REC-90492828,2021-06-28,EMP-7130,60.07,112902.81,21.19
REC-87038964,2022-02-10,EMP-3898,73.76,116264.32,44.39
REC-69149428,2021-12-03,EMP-3908,87.66,103034.05,46.29
REC-78092509,2020-01-27,EMP-3438,96.35,80087.77,59.7
REC-69741176,2022-03-13,EMP-1497,74.59,63205.9,48.54
REC-93494515,2024-07-18,EMP-1635,100.13,59499.31,57.51
REC-82154087,2023-02-02,EMP-2970,117.84,95183.62,48.93
REC-51831014,2021-08-03,EMP-5774,85.34,79924.19,45.59
REC-24465305,2020-06-13,EMP-6718,85.58,106871.36,53.45
REC-34215127,2024-08-02,EMP-9494,100.87,50532.05,28.25
REC-32466075,2020-06-22,EMP-2633,118.06,48127.16,55.09
REC-76793593,2022-07-14,EMP-4164,72.1,79895.24,48.3
REC-91000851,2021-12-29,EMP-3543,68.09,88945.56,26.01
REC-92301184,2020-03-28,EMP-6527,72.46,38681.33,43.53
REC-71024383,2024-06-26,EMP-9978,89.11,39093.06,53.85
REC-62190005,2024-03-08,EMP-8338,105.45,24398.55,35.43
REC-25620477,2023-09-17,EMP-2072,60.97,111857.02,21.9
REC-55411755,2023-04-20,EMP-5034,83.37,37496.94,56.99
REC-59082552,2021-06-14,EMP-3316,90.29,116171.09,45.45
REC-42138616,2022-08-16,EMP-9040,83.09,79175.58,56.36
REC-35278591,2020-04-27,EMP-7623,114.96,44205.15,57.4
REC-15582167,2022-03-27,EMP-6870,118.28,91444.15,31.4
REC-17868404,2023-12-17,EMP-8871,115.61,21785.59,28.88
REC-98538069,2022-03-21,EMP-2618,118.06,85613.4,47.54
REC-79772254,2023-05-09,EMP-2490,85.0,66068.86,48.21
REC-99055153,2024-04-05,EMP-6251,86.25,51238.35,37.12
REC-80778039,2022-05-02,EMP-9715,71.37,108875.72,48.09
REC-80017740,2021-05-15,EMP-7458,69.13,23772.42,21.14
REC-83334032,2023-03-12,EMP-4292,100.84,44479.95,41.53
REC-47924770,2023-02-02,EMP-6248,118.27,56670.45,27.77
REC-28183236,2021-10-21,EMP-8338,99.33,99387.4,54.6
REC-36580682,2024-01-20,EMP-5799,103.4,36321.49,51.92
REC-94065834,2023-07-11,EMP-7984,111.43,65475.25,51.94
REC-64255917,2024-04-29,EMP-8129,72.85,38230.34,44.71
REC-60609069,2021-03-16,EMP-2349,63.51,113250.96,55.84
REC-75829144,2019-10-29,EMP-1390,84.35,22681.15,32.71
REC-75933037,2024-01-22,EMP-2709,96.07,60874.55,43.03
REC-53152945,2021-04-03,EMP-8931,86.87,101355.36,24.65
REC-91827614,2024-07-29,EMP-7370,92.45,59547.88,57.51
REC-51056878,2023-11-30,EMP-9152,62.05,68723.96,47.68
REC-48546517,2021-06-24,EMP-1903,99.18,91906.9,41.13
REC-80806579,2023-08-23,EMP-1682,111.96,27125.23,22.78
REC-35243522,2021-12-12,EMP-2461,65.56,34668.47,24.73
REC-51220925,2024-03-14,EMP-9893,84.69,26263.51,24.16
REC-33267818,2023-05-11,EMP-6138,116.72,41131.39,42.97
REC-16436549,2024-06-25,EMP-9753,80.34,89374.42,30.52
REC-13753144,2020-03-06,EMP-1773,76.85,74681.02,33.64
REC-50660713,2024-02-10,EMP-7306,109.86,76128.58,24.88
REC-35265012,2021-05-17,EMP-6763,68.23,95198.21,50.95
REC-82177418,2022-10-07,EMP-1859,88.97,58230.59,25.91
REC-68224195,2023-08-08,EMP-9329,84.94,82289.59,37.07
REC-80328000,2020-12-04,EMP-3921,113.66,91610.46,41.0
REC-78282676,2021-09-17,EMP-7075,69.82,59994.71,29.79
REC-16002311,2020-12-12,EMP-4514,70.2,101898.52,56.49
REC-23240677,2022-03-22,EMP-8491,71.76,66058.69,50.32
REC-34924955,2023-05-16,EMP-4630,82.6,88837.89,57.7
REC-52991351,2023-02-27,EMP-2195,75.27,98985.19,53.71
REC-37327834,2022-05-19,EMP-9114,99.95,69972.54,46.29
REC-37747762,2020-03-20,EMP-1255,114.18,98981.17,31.09
REC-16071188,2021-05-26,EMP-7250,112.49,51640.81,27.4
REC-37652856,2023-03-06,EMP-2905,106.4,88598.12,58.04
REC-48982422,2021-12-09,EMP-1077,72.25,73008.75,34.22
REC-42264248,2022-02-09,EMP-6419,107.99,27635.18,45.76
REC-33764288,2021-01-12,EMP-7388,79.57,41474.32,58.41
REC-40651547,2021-11-06,EMP-7091,85.78,106004.01,25.89
REC-63949988,2021-09-04,EMP-1733,102.48,35768.13,41.58
REC-30928435,2023-02-13,EMP-3321,64.29,57706.27,49.21
REC-90363084,2021-09-11,EMP-5033,90.52,79512.89,45.81
REC-93451717,2020-08-19,EMP-5230,78.69,84004.55,57.46
REC-66752704,2020-12-10,EMP-6074,87.37,83835.88,26.08
REC-37498028,2021-04-20,EMP-5466,103.79,89700.47,40.87
REC-64922351,2019-11-27,EMP-1167,95.59,69470.34,48.09
REC-65819457,2021-10-04,EMP-7777,76.93,86502.29,54.25
REC-60617768,2022-04-23,EMP-5556,90.19,38696.46,29.26
REC-35433791,2023-08-14,EMP-8998,71.22,99306.73,49.66
REC-44014192,2023-10-19,EMP-1170,85.54,37168.37,23.46
REC-94092385,2024-06-06,EMP-7479,117.93,51732.94,22.33
REC-15610213,2023-05-19,EMP-8358,74.87,80235.84,21.33
REC-27299087,2023-04-05,EMP-4653,71.14,103491.91,49.54
REC-19465618,2019-12-25,EMP-2874,86.51,72466.59,57.22
REC-25472405,2021-05-21,EMP-3603,99.64,28384.39,43.12
REC-75570300,2021-01-09,EMP-2089,77.5,109567.08,56.6
REC-34609969,2021-12-27,EMP-9797,84.06,41725.76,59.09
REC-53940007,2020-10-29,EMP-3742,110.73,107199.57,50.85
REC-44426734,2019-12-01,EMP-7524,83.53,29796.56,53.32
REC-48226119,2021-11-12,EMP-9786,70.6,47305.25,21.85
REC-48445186,2022-01-12,EMP-5664,78.17,42282.89,41.62
REC-86518645,2024-05-08,EMP-5284,69.26,100124.7,55.02
REC-24561556,2021-03-01,EMP-2956,75.11,66444.1,57.38
REC-63003418,2020-01-11,EMP-4311,96.34,64615.54,28.04
REC-21610244,2023-10-20,EMP-9158,69.49,98044.96,20.8
REC-36949332,2019-11-02,EMP-3082,113.25,108769.18,28.5
REC-79555056,2020-02-20,EMP-1584,78.28,63176.5,36.84
REC-72942341,2020-05-19,EMP-8844,77.25,105975.74,46.55
REC-24675889,2022-05-04,EMP-2825,81.16,51611.24,38.47
REC-40688223,2022-03-15,EMP-1623,70.69,53900.47,38.35
REC-62085048,2020-03-17,EMP-4022,72.62,39870.21,21.78
REC-21221679,2023-02-17,EMP-2104,103.42,91203.88,51.21
REC-42447383,2022-10-05,EMP-8142,100.6,32109.83,33.58
REC-92586963,2020-06-08,EMP-7076,64.96,55039.53,40.25
REC-68801935,2023-01-17,EMP-3338,68.13,105216.75,43.7
REC-69327432,2020-11-11,EMP-1672,69.91,38262.02,37.23
REC-98969812,2021-09-04,EMP-9251,69.15,52752.46,42.74
REC-35363046,2020-08-14,EMP-4447,105.64,90634.29,30.7
REC-52670676,2024-07-10,EMP-1716,110.76,68248.99,54.89
REC-86343225,2023-12-04,EMP-1232,109.81,102382.66,53.14
REC-30496460,2020-09-10,EMP-6592,93.28,62479.58,25.53
REC-43662096,2024-02-09,EMP-3875,73.94,105395.21,42.54
REC-56991937,2024-08-09,EMP-8569,91.52,30895.71,51.16
REC-36930692,2024-02-19,EMP-1924,112.99,79851.34,22.81
REC-62520989,2021-10-23,EMP-7226,104.65,99857.92,42.32
REC-30548400,2023-11-22,EMP-5780,60.98,67600.4,52.85
REC-77859758,2020-06-08,EMP-2042,68.45,29139.12,44.2
REC-40230610,2021-09-10,EMP-4014,72.38,100264.32,34.42
REC-94183188,2020-09-15,EMP-4184,80.41,31372.69,46.75
REC-55082208,2022-05-02,EMP-8190,92.4,53348.69,51.53
REC-13397006,2022-06-21,EMP-8217,98.6,30324.48,31.98
REC-19312412,2024-08-21,EMP-5026,63.58,39938.02,34.22
REC-90753445,2022-12-26,EMP-9659,72.46,103806.08,30.84
REC-48628739,2021-09-04,EMP-3639,89.35,93695.71,36.94
REC-29241916,2023-04-07,EMP-9964,111.57,92768.44,38.27
REC-52621317,2021-07-10,EMP-1929,91.05,74274.14,43.44
REC-24947264,2020-11-23,EMP-2067,118.5,100332.26,36.5
REC-65019090,2020-07-29,EMP-9487,76.25,80145.08,34.0
REC-81709011,2021-02-27,EMP-1286,107.49,45081.55,54.26
REC-93025237,2021-06-28,EMP-3783,106.56,99461.46,44.59
REC-53171972,2022-01-01,EMP-7068,78.9,67933.48,43.97
REC-15157990,2023-05-29,EMP-3350,88.17,113438.67,59.7
REC-23930806,2023-02-21,EMP-4828,107.24,39081.36,25.07
REC-10792100,2021-10-31,EMP-7245,81.81,71152.72,55.33
REC-10459152,2020-02-22,EMP-1957,68.55,79943.06,23.3
REC-62013029,2023-11-03,EMP-2960,107.36,27422.31,51.29
REC-40134305,2024-03-16,EMP-1576,70.87,70058.04,42.69
REC-85650313,2022-11-09,EMP-9938,83.54,64706.83,41.56
REC-19921913,2020-08-17,EMP-1324,102.72,51336.75,50.34
REC-97088867,2022-05-12,EMP-8805,61.45,104539.14,58.09
REC-86704340,2024-04-23,EMP-7325,75.39,51049.39,58.53
REC-47912273,2023-04-10,EMP-7336,82.98,60985.75,22.73
REC-70353847,2023-09-16,EMP-4893,60.6,87399.27,39.88
REC-75842162,2021-10-06,EMP-5096,95.82,112283.64,55.06
REC-56324745,2022-01-11,EMP-8454,104.39,86850.24,46.07
REC-74307616,2020-11-25,EMP-3509,109.17,108321.87,49.36
REC-70964805,2022-10-03,EMP-9789,76.01,79007.2,37.32
REC-58336521,2023-09-17,EMP-4667,65.85,20664.64,35.53
REC-29382033,2022-10-18,EMP-5699,98.28,67454.48,24.09
REC-95509203,2022-04-16,EMP-3856,115.69,78211.66,42.72
REC-62137114,2019-11-06,EMP-5214,101.03,105178.0,22.51
REC-31517336,2019-12-19,EMP-7030,60.99,42667.76,44.47
REC-12810133,2020-02-18,EMP-8073,110.15,58976.14,50.25
REC-50246214,2021-09-15,EMP-3359,73.17,53950.3,39.79
REC-15711620,2021-10-26,EMP-8535,114.58,119783.15,43.69
REC-65079123,2024-05-15,EMP-9871,61.03,75710.72,37.26
REC-40465492,2022-12-10,EMP-7590,86.07,22095.88,48.0
REC-26780466,2022-04-19,EMP-6782,109.92,119374.1,57.14
REC-37930832,2022-10-03,EMP-7648,110.9,46066.35,26.41
REC-66524541,2020-09-15,EMP-7844,83.6,95468.48,31.24
REC-71818207,2024-03-20,EMP-8410,87.44,101406.37,33.75
REC-69578294,2021-09-05,EMP-7364,103.6,90360.55,29.55
REC-72212219,2023-06-07,EMP-6956,78.36,38932.24,56.38
REC-55338927,2022-12-21,EMP-6341,119.27,99636.91,36.82
REC-99304909,2019-09-26,EMP-7535,79.5,105227.69,52.18
REC-27866349,2023-01-04,EMP-9682,69.14,86070.23,25.73
REC-37637454,2021-11-03,EMP-5030,119.24,59519.3,38.81
REC-39119785,2022-03-24,EMP-4128,94.68,49874.15,42.6
REC-86287557,2020-06-08,EMP-4188,69.37,35585.04,38.23
REC-98493234,2021-09-02,EMP-6954,96.61,105685.58,22.27
REC-72193264,2022-03-14,EMP-9981,105.38,62033.7,21.14
REC-64788762,2021-06-16,EMP-7140,117.36,61506.6,39.74
REC-96436223,2021-01-11,EMP-6028,115.05,49401.72,43.82
REC-38657321,2023-05-27,EMP-7436,110.18,42310.61,29.84
REC-28969191,2022-05-14,EMP-8704,74.88,96683.61,31.35
REC-24582780,2023-02-15,EMP-9893,69.09,96689.34,27.35
REC-97541827,2019-12-16,EMP-8410,111.62,20089.82,30.98
REC-50308304,2021-12-31,EMP-7752,115.71,82983.57,43.24
REC-16829764,2020-05-07,EMP-4267,118.27,95990.34,37.26
REC-39149156,2023-11-07,EMP-6532,60.8,96712.23,26.56
REC-84046990,2023-09-04,EMP-3567,83.29,89818.56,27.55
REC-98536920,2023-03-08,EMP-7296,85.42,48336.44,30.3
REC-79457789,2022-07-01,EMP-8074,114.01,119543.76,31.89
REC-34201500,2023-04-06,EMP-8257,74.19,23868.45,25.87
REC-13199132,2020-07-09,EMP-4382,62.41,83585.67,49.21
REC-61804106,2021-01-12,EMP-3823,60.12,32376.59,54.17
REC-46684386,2021-11-20,EMP-3553,65.95,98772.11,43.04
REC-96065526,2023-12-23,EMP-7584,97.54,81613.41,56.98
REC-87184473,2020-03-26,EMP-4240,62.66,107969.01,50.5
REC-30224364,2022-08-30,EMP-7738,83.92,81166.61,41.86
REC-52478661,2023-04-01,EMP-8677,69.9,78886.31,39.91
REC-42977091,2024-04-29,EMP-3139,68.03,59240.82,33.69
REC-75321753,2022-06-13,EMP-6180,113.72,86502.58,38.71
REC-91920869,2023-07-11,EMP-9693,72.65,44527.73,48.87
REC-94300224,2019-11-25,EMP-1578,91.83,78697.01,52.42
REC-23027791,2020-02-10,EMP-2070,111.35,118256.89,50.04
REC-21509178,2021-03-25,EMP-1351,94.94,24575.62,28.63
REC-11163490,2023-06-10,EMP-1864,90.23,32735.77,38.22
REC-54494335,2020-10-28,EMP-2473,117.25,56227.83,28.74
REC-52049592,2019-09-11,EMP-6844,96.21,100244.08,21.84
REC-37247147,2023-01-28,EMP-3467,118.89,54864.12,42.28
REC-38589967,2021-05-15,EMP-6039,65.59,52225.08,47.42
REC-18861468,2022-04-08,EMP-6946,117.95,81685.18,25.69
REC-93648740,2022-05-03,EMP-6169,69.9,113604.26,41.71
REC-88309134,2024-07-25,EMP-8317,67.32,74580.81,48.31
REC-73765142,2020-05-14,EMP-6547,116.95,24831.37,20.12
REC-33517361,2020-08-11,EMP-5747,108.49,111042.76,28.41
REC-50700248,2021-01-04,EMP-2662,101.85,59927.52,44.48
REC-85415271,2021-10-16,EMP-3618,61.14,100408.78,26.25
REC-30403362,2024-01-23,EMP-3674,90.34,110094.41,42.95
REC-65725304,2020-10-10,EMP-2940,108.74,102727.32,25.54
REC-81444791,2023-02-27,EMP-7712,71.41,103857.54,33.5
REC-31244038,2022-05-21,EMP-8693,65.04,73978.29,57.85
REC-47746670,2023-07-05,EMP-5086,74.49,60741.81,22.07
REC-25214980,2023-09-27,EMP-3402,67.54,106628.46,22.4
REC-69713989,2020-10-20,EMP-2590,96.22,116357.95,37.17
REC-15285272,2021-11-19,EMP-3221,65.35,114929.41,49.33
REC-61130128,2021-02-21,EMP-8746,61.67,81778.58,36.82
REC-60918146,2022-06-15,EMP-8813,68.34,84909.69,26.66
REC-32878479,2022-01-24,EMP-1326,110.71,33650.09,43.46
REC-88675126,2021-05-11,EMP-6937,116.67,53247.96,27.4
REC-69181497,2020-05-21,EMP-3979,78.22,60813.13,33.7
REC-70040074,2023-03-12,EMP-1325,81.44,25856.59,21.99
REC-76003853,2022-10-18,EMP-6633,69.85,47666.29,52.72
REC-55604049,2021-03-20,EMP-2392,92.47,71006.29,46.23
REC-59656286,2023-01-06,EMP-2128,87.06,46330.51,39.37
REC-33788142,2022-11-17,EMP-3210,88.69,80350.7,22.04
REC-93756036,2024-07-09,EMP-5916,91.53,74376.08,24.2
REC-62830211,2021-07-30,EMP-3449,103.53,90211.98,40.72
REC-24894384,2019-11-05,EMP-4229,62.39,32819.17,55.4
REC-95123938,2019-11-12,EMP-6254,102.5,75995.9,52.14
REC-49238480,2024-06-02,EMP-2361,107.6,118121.71,30.37
REC-57608618,2021-08-12,EMP-9105,75.51,33326.25,27.6
REC-12141515,2020-06-04,EMP-7844,114.27,118899.32,50.81
REC-32690870,2023-08-08,EMP-6983,99.43,36680.44,40.76
REC-43918937,2021-05-09,EMP-4146,104.72,89785.18,44.03
REC-78910441,2021-11-23,EMP-5591,71.23,20227.06,42.95
REC-79851147,2021-02-07,EMP-1384,103.36,25297.3,32.84
REC-75714214,2020-02-03,EMP-6219,69.58,24303.0,28.79
REC-32398512,2023-01-29,EMP-1852,95.13,48382.21,52.03
REC-97161679,2023-04-26,EMP-4912,95.59,101046.54,37.94
REC-51156003,2021-11-18,EMP-5310,73.67,70152.03,51.97
REC-70254507,2020-12-08,EMP-8093,115.99,32740.36,52.36
REC-55300876,2020-06-04,EMP-1662,105.38,20812.72,25.61
REC-46619501,2022-10-19,EMP-8505,118.14,76043.94,34.73
REC-98504582,2021-02-11,EMP-2314,113.55,58288.69,39.76
REC-54683613,2024-06-29,EMP-1514,72.54,75796.83,49.88
REC-27535526,2020-08-31,EMP-1174,119.94,107123.05,53.1
REC-86994349,2019-10-15,EMP-1314,71.28,66811.92,46.76
REC-50629111,2024-02-21,EMP-7236,76.82,48471.64,21.44
REC-36795548,2023-05-15,EMP-8702,60.43,87189.25,52.9
REC-61005009,2023-07-12,EMP-7363,65.8,93817.49,45.09
REC-14829577,2023-11-15,EMP-5428,98.74,55537.88,40.23
REC-60350701,2020-09-04,EMP-6499,63.79,117418.4,27.63
REC-59230243,2021-07-30,EMP-9398,111.67,57411.77,36.73
REC-66977334,2021-05-25,EMP-7671,62.33,22847.49,58.24
REC-55919735,2021-04-16,EMP-3168,73.44,68698.25,54.93
REC-56471424,2021-12-07,EMP-5285,92.58,116118.84,31.22
REC-84139544,2022-02-12,EMP-4160,70.68,75808.72,24.99
REC-75609708,2023-11-15,EMP-5614,96.32,68802.45,44.29
REC-45792181,2022-12-02,EMP-2364,78.4,41634.43,59.15
REC-70381095,2020-10-10,EMP-2389,75.22,44853.59,40.48
REC-99418882,2023-05-04,EMP-6220,65.39,20814.94,57.68
REC-78288809,2021-06-04,EMP-2859,102.67,65741.14,36.12
REC-13088008,2021-07-02,EMP-3105,87.62,96080.31,40.12
REC-24367955,2022-01-28,EMP-4980,112.4,55455.8,58.51
REC-19987762,2021-04-12,EMP-3901,101.83,118224.63,51.3
REC-60115328,2023-03-24,EMP-2064,107.05,34700.51,49.66
REC-30670352,2021-03-15,EMP-4882,63.61,23277.65,20.36
REC-21728894,2023-02-22,EMP-2235,103.08,47784.78,48.13
REC-11294562,2020-11-28,EMP-1220,75.72,99827.08,56.94
REC-55786338,2019-11-30,EMP-2153,76.74,26752.43,51.45
REC-30970686,2022-02-19,EMP-8549,68.48,88323.53,40.4
REC-94691777,2021-11-23,EMP-6421,117.8,75559.16,25.95
REC-99246477,2021-09-02,EMP-2733,111.23,109748.44,28.65
REC-92217107,2023-07-04,EMP-2998,85.88,67280.81,42.87
REC-17538528,2021-10-12,EMP-3272,108.19,68571.94,40.21
REC-36779296,2022-10-24,EMP-2329,114.68,107181.73,50.11
REC-34907429,2024-08-17,EMP-2502,102.05,39882.84,27.19
REC-22292455,2023-07-26,EMP-1062,103.07,82240.39,34.32
REC-68112164,2020-05-25,EMP-4818,117.69,42120.84,42.19
REC-38215122,2019-10-04,EMP-1819,100.27,102338.23,49.44
REC-20658492,2023-08-28,EMP-7338,118.24,88474.77,47.02
REC-53004024,2020-10-19,EMP-9672,81.09,103316.07,37.51
REC-35855513,2022-06-02,EMP-8799,101.47,54876.93,38.82
REC-36481124,2023-01-19,EMP-9115,108.38,93946.4,49.93
REC-91263173,2021-06-22,EMP-4048,68.83,57243.23,43.2
REC-72976361,2022-12-06,EMP-5719,99.2,107307.61,43.51
REC-89431668,2023-04-09,EMP-2003,87.53,74622.99,57.08
REC-69393536,2021-11-06,EMP-4029,100.14,53853.25,58.17
REC-78126824,2020-04-15,EMP-1103,79.9,62920.8,45.71
REC-20678134,2020-06-24,EMP-3881,93.85,20241.88,38.38
REC-36537596,2024-05-28,EMP-5313,71.22,78575.18,38.23
REC-29312960,2020-03-02,EMP-9880,109.77,91372.0,55.02
REC-87233454,2020-02-10,EMP-4102,116.35,112803.73,26.48
REC-26644381,2022-07-02,EMP-2241,88.17,73984.71,26.73
REC-35259577,2021-08-31,EMP-4064,94.52,99382.47,48.56
REC-53138308,2023-09-04,EMP-4730,88.37,38479.46,28.41
REC-31800123,2022-09-06,EMP-7466,88.25,43732.92,51.98
REC-95268109,2020-01-21,EMP-5861,79.38,50473.16,50.8
REC-90739206,2019-09-18,EMP-7754,61.08,81821.88,46.18
REC-78002009,2021-10-29,EMP-5676,107.13,91351.46,33.34
REC-39294123,2023-12-17,EMP-7988,95.24,104311.36,57.8
REC-43681911,2022-11-28,EMP-6648,98.39,29555.97,47.08
REC-42315695,2022-03-29,EMP-9692,73.86,26175.79,43.77
REC-10937251,2023-01-10,EMP-5123,110.75,64422.83,38.92
REC-47775463,2022-10-28,EMP-3642,63.36,23257.1,55.38
REC-18677624,2020-10-16,EMP-2009,101.84,38398.23,24.32
REC-18426588,2024-06-05,EMP-9092,118.77,102471.46,54.96
REC-56200862,2020-01-07,EMP-1989,107.68,82370.02,31.6
REC-93194239,2024-08-09,EMP-8046,97.74,90587.33,28.49
REC-20730923,2021-03-12,EMP-8306,65.22,55226.07,43.57
REC-11610470,2021-11-18,EMP-2445,94.06,65599.83,57.07
REC-52734662,2021-02-10,EMP-6922,66.84,51701.99,43.4
REC-91269754,2023-12-15,EMP-2079,95.39,74523.8,33.46
REC-86396882,2023-11-11,EMP-5299,112.3,41503.92,54.4
REC-52824042,2022-07-21,EMP-8385,117.34,69365.9,45.16
REC-58065049,2023-08-26,EMP-8871,78.43,30219.73,20.11
REC-59720070,2020-10-15,EMP-9187,66.77,110486.44,26.85
REC-50298493,2020-06-06,EMP-9013,112.59,75759.01,27.74
REC-52073858,2022-05-14,EMP-9944,103.54,69668.21,26.49
REC-35539627,2024-03-06,EMP-4737,62.43,43702.23,38.77
